campaign_id,customer_id,campaign_date,campaign_type,email_subject,email_status,opened,clicked,conversion,offer_type
CMP002350,5202-IVJNU,2020-12-20,Upgrade,We Miss You!,Bounced,No,No,No,No Offer
CMP002351,5976-JCJRH,2020-12-20,Discount,Save More On Your Next Bill,Delivered,No,No,No,Extra Data
CMP002352,5976-JCJRH,2021-03-26,Win-Back,Exclusive Offer Just For You,Delivered,Yes,No,No,No Offer
CMP002353,5976-JCJRH,2021-08-22,Upgrade,Upgrade Your Plan Today,Delivered,Yes,No,No,Loyalty Reward
CMP002354,0137-OCGAB,2022-02-03,Retention,We Miss You!,Delivered,Yes,No,No,Extra Data
CMP002355,0137-OCGAB,2024-10-24,Retention,Thank You For Being With Us,Delivered,Yes,No,No,Extra Data
CMP002356,3351-NQLDI,2023-09-21,Loyalty,We Miss You!,Delivered,No,No,No,No Offer
CMP002357,3351-NQLDI,2020-09-21,Discount,Special Loyalty Reward,Delivered,Yes,No,No,Extra Data
CMP002358,3351-NQLDI,2020-04-16,Upgrade,Upgrade Your Plan Today,Delivered,No,No,No,Free Upgrade
CMP002359,3351-NQLDI,2024-09-21,Retention,Exclusive Offer Just For You,Delivered,Yes,No,No,10% Discount
CMP002360,7593-JNWRU,2022-11-24,Retention,Limited Time Discount,Bounced,No,No,No,10% Discount
CMP002361,7593-JNWRU,2020-03-05,Retention,Limited Time Discount,Delivered,No,No,No,Cashback
CMP002362,7593-JNWRU,2024-05-02,Retention,Special Loyalty Reward,Delivered,Yes,Yes,No,Loyalty Reward
CMP002363,7593-JNWRU,2021-12-28,Upgrade,Special Loyalty Reward,Delivered,No,No,No,Premium Streaming
CMP002364,7593-JNWRU,2020-01-19,Discount,Exclusive Offer Just For You,Delivered,Yes,No,No,Cashback
CMP002365,4588-YBNIB,2024-07-18,Win-Back,Thank You For Being With Us,Delivered,Yes,No,No,20% Discount
CMP002366,4588-YBNIB,2020-03-16,Upgrade,Special Loyalty Reward,Delivered,No,No,No,20% Discount
CMP002367,3336-JORSO,2020-04-20,Retention,We Miss You!,Spam,No,No,No,10% Discount
CMP002368,3336-JORSO,2022-03-16,Upgrade,Free Data Waiting For You,Delivered,Yes,No,No,10% Discount
CMP002369,3336-JORSO,2021-09-16,Win-Back,Special Loyalty Reward,Delivered,No,No,No,Cashback
CMP002370,3336-JORSO,2024-01-25,Promotional,Free Data Waiting For You,Delivered,Yes,No,No,Free Upgrade
CMP002371,3336-JORSO,2024-09-11,Discount,Free Data Waiting For You,Delivered,No,No,No,20% Discount
CMP002372,5028-GZLDO,2021-05-21,Win-Back,Save More On Your Next Bill,Delivered,Yes,Yes,No,Extra Data
CMP002373,5028-GZLDO,2023-08-02,Loyalty,Limited Time Discount,Delivered,Yes,No,No,Cashback
CMP002374,5028-GZLDO,2023-04-06,Discount,Special Loyalty Reward,Delivered,No,No,No,Loyalty Reward
CMP002375,6861-XWTWQ,2025-02-07,Win-Back,Limited Time Discount,Delivered,No,No,No,Free Upgrade
CMP002376,6861-XWTWQ,2024-05-18,Promotional,Limited Time Discount,Delivered,No,No,No,Loyalty Reward
CMP002377,6861-XWTWQ,2021-05-14,Discount,Limited Time Discount,Delivered,No,No,No,10% Discount
CMP002378,6877-TJMBR,2021-05-05,Retention,Save More On Your Next Bill,Delivered,No,No,No,Free Installation
CMP002379,6877-TJMBR,2020-05-11,Retention,Save More On Your Next Bill,Spam,No,No,No,Premium Streaming
CMP002380,6877-TJMBR,2020-11-11,Promotional,Exclusive Offer Just For You,Delivered,No,No,No,Extra Data
CMP002381,6877-TJMBR,2022-01-01,Loyalty,Free Data Waiting For You,Delivered,No,No,No,Free Installation
CMP002382,6877-TJMBR,2021-05-20,Win-Back,Special Loyalty Reward,Delivered,Yes,No,No,Free Installation
CMP002383,6769-DCQLI,2025-05-19,Retention,Upgrade Your Plan Today,Delivered,No,No,No,Free Upgrade
CMP002384,6769-DCQLI,2021-08-09,Win-Back,Save More On Your Next Bill,Delivered,Yes,Yes,Yes,No Offer
CMP002385,6769-DCQLI,2020-01-09,Discount,We Miss You!,Delivered,No,No,No,Extra Data
CMP002386,6769-DCQLI,2025-12-06,Retention,Exclusive Offer Just For You,Delivered,No,No,No,Free Upgrade
CMP002387,6769-DCQLI,2022-09-06,Promotional,Free Data Waiting For You,Delivered,No,No,No,10% Discount
CMP002388,2433-KMEAS,2020-05-18,Loyalty,We Miss You!,Delivered,No,No,No,Loyalty Reward
CMP002389,2433-KMEAS,2022-08-27,Upgrade,We Miss You!,Delivered,No,No,No,Free Installation
CMP002390,2195-ZRVAX,2021-04-12,Upgrade,Thank You For Being With Us,Delivered,Yes,Yes,Yes,Free Upgrade
CMP002391,2195-ZRVAX,2022-06-13,Upgrade,Special Loyalty Reward,Delivered,Yes,Yes,No,Premium Streaming
CMP002392,2195-ZRVAX,2024-12-07,Upgrade,Limited Time Discount,Delivered,Yes,No,No,Extra Data
CMP002393,3550-SAHFP,2024-08-28,Upgrade,Exclusive Offer Just For You,Delivered,Yes,Yes,No,Extra Data
CMP002394,3550-SAHFP,2020-05-17,Win-Back,Limited Time Discount,Delivered,No,No,No,Free Upgrade
CMP002395,3550-SAHFP,2022-02-16,Win-Back,Special Loyalty Reward,Delivered,No,No,No,Free Upgrade
CMP002396,2011-TRQYE,2020-08-25,Discount,Thank You For Being With Us,Delivered,No,No,No,Free Upgrade
CMP002397,2011-TRQYE,2023-05-05,Win-Back,Thank You For Being With Us,Delivered,Yes,No,No,Free Upgrade
CMP002398,4873-ILOLJ,2022-11-01,Upgrade,Upgrade Your Plan Today,Delivered,No,No,No,Premium Streaming
CMP002399,4873-ILOLJ,2023-10-19,Promotional,Free Data Waiting For You,Bounced,No,No,No,Loyalty Reward
CMP002400,4873-ILOLJ,2021-04-02,Upgrade,Thank You For Being With Us,Delivered,Yes,No,No,Free Installation
CMP002401,4873-ILOLJ,2021-09-07,Upgrade,Exclusive Offer Just For You,Delivered,No,No,No,Cashback
CMP002402,4873-ILOLJ,2024-01-05,Win-Back,Upgrade Your Plan Today,Delivered,Yes,Yes,No,Loyalty Reward
CMP002403,2725-KXXWT,2023-06-16,Loyalty,Save More On Your Next Bill,Delivered,Yes,Yes,No,Loyalty Reward
CMP002404,2725-KXXWT,2020-11-14,Loyalty,Upgrade Your Plan Today,Delivered,Yes,Yes,No,No Offer
CMP002405,2725-KXXWT,2024-05-11,Retention,We Miss You!,Delivered,No,No,No,10% Discount
CMP002406,2725-KXXWT,2022-10-28,Discount,Exclusive Offer Just For You,Bounced,No,No,No,Loyalty Reward
CMP002407,2725-KXXWT,2023-04-25,Upgrade,Save More On Your Next Bill,Delivered,No,No,No,Extra Data
CMP002408,9565-DJPIB,2022-11-01,Loyalty,Special Loyalty Reward,Delivered,Yes,No,No,Free Upgrade
CMP002409,9565-DJPIB,2020-10-22,Upgrade,Exclusive Offer Just For You,Delivered,No,No,No,No Offer
CMP002410,9565-DJPIB,2022-10-04,Win-Back,We Miss You!,Delivered,No,No,No,No Offer
CMP002411,9565-DJPIB,2025-07-28,Loyalty,Special Loyalty Reward,Delivered,No,No,No,Loyalty Reward
CMP002412,9565-DJPIB,2020-05-15,Retention,Save More On Your Next Bill,Delivered,Yes,Yes,No,Cashback
CMP002413,8348-HFYIV,2022-04-16,Retention,Special Loyalty Reward,Delivered,No,No,No,Free Upgrade
CMP002414,8348-HFYIV,2025-12-27,Loyalty,Thank You For Being With Us,Spam,No,No,No,Free Installation
CMP002415,6849-WLEYG,2020-07-01,Retention,Upgrade Your Plan Today,Delivered,No,No,No,Extra Data
CMP002416,6849-WLEYG,2024-07-24,Loyalty,Thank You For Being With Us,Delivered,No,No,No,Extra Data
CMP002417,4659-NZRUF,2023-08-09,Retention,Free Data Waiting For You,Delivered,Yes,Yes,Yes,Loyalty Reward
CMP002418,4659-NZRUF,2020-10-13,Upgrade,Limited Time Discount,Spam,No,No,No,Free Upgrade
CMP002419,4659-NZRUF,2022-10-10,Retention,Special Loyalty Reward,Delivered,Yes,Yes,No,Cashback
CMP002420,8429-XIBUM,2025-12-14,Promotional,Thank You For Being With Us,Delivered,No,No,No,Free Installation
CMP002421,8429-XIBUM,2021-04-06,Discount,Limited Time Discount,Delivered,Yes,No,No,Premium Streaming
CMP002422,8429-XIBUM,2024-01-09,Retention,Exclusive Offer Just For You,Delivered,Yes,No,No,Cashback
CMP002423,2608-BHKFN,2020-04-08,Discount,Exclusive Offer Just For You,Delivered,No,No,No,Extra Data
CMP002424,2608-BHKFN,2024-10-10,Upgrade,Thank You For Being With Us,Delivered,No,No,No,Free Upgrade
CMP002425,2608-BHKFN,2021-10-10,Loyalty,Free Data Waiting For You,Delivered,Yes,Yes,No,Free Installation
CMP002426,7341-LXCAF,2020-09-15,Retention,Free Data Waiting For You,Delivered,No,No,No,Extra Data
CMP002427,7341-LXCAF,2023-08-17,Discount,Thank You For Being With Us,Delivered,No,No,No,10% Discount
CMP002428,7341-LXCAF,2021-11-22,Win-Back,Free Data Waiting For You,Delivered,No,No,No,Cashback
CMP002429,7341-LXCAF,2020-04-02,Loyalty,Thank You For Being With Us,Delivered,Yes,No,No,20% Discount
CMP002430,9462-MJUAW,2020-04-28,Loyalty,Thank You For Being With Us,Delivered,Yes,Yes,No,10% Discount
CMP002431,9462-MJUAW,2020-07-17,Win-Back,Special Loyalty Reward,Delivered,Yes,Yes,No,10% Discount
CMP002432,8128-YVJRG,2024-11-07,Upgrade,Exclusive Offer Just For You,Delivered,Yes,Yes,Yes,20% Discount
CMP002433,8128-YVJRG,2021-04-21,Promotional,Thank You For Being With Us,Delivered,Yes,No,No,20% Discount
CMP002434,8128-YVJRG,2021-10-23,Promotional,Thank You For Being With Us,Delivered,Yes,No,No,No Offer
CMP002435,4283-FUTGF,2024-03-12,Discount,Thank You For Being With Us,Delivered,Yes,Yes,Yes,20% Discount
CMP002436,4283-FUTGF,2020-05-08,Loyalty,Upgrade Your Plan Today,Delivered,No,No,No,Extra Data
CMP002437,4283-FUTGF,2025-01-01,Promotional,Upgrade Your Plan Today,Delivered,No,No,No,Extra Data
CMP002438,1569-TTNYJ,2022-12-19,Loyalty,We Miss You!,Delivered,No,No,No,Free Installation
CMP002439,1569-TTNYJ,2022-08-16,Win-Back,Free Data Waiting For You,Delivered,No,No,No,Premium Streaming
CMP002440,2397-BRLOM,2022-04-28,Loyalty,Upgrade Your Plan Today,Delivered,No,No,No,Premium Streaming
CMP002441,2397-BRLOM,2023-02-21,Promotional,Upgrade Your Plan Today,Bounced,No,No,No,Free Upgrade
CMP002442,2397-BRLOM,2025-08-11,Loyalty,Limited Time Discount,Delivered,Yes,No,No,Free Upgrade
CMP002443,4749-VFKVB,2024-06-17,Discount,We Miss You!,Delivered,No,No,No,Cashback
CMP002444,4749-VFKVB,2021-02-13,Win-Back,We Miss You!,Delivered,Yes,No,No,No Offer
CMP002445,4749-VFKVB,2023-04-27,Win-Back,Save More On Your Next Bill,Delivered,No,No,No,Loyalty Reward
CMP002446,4749-VFKVB,2025-02-02,Discount,Thank You For Being With Us,Delivered,Yes,No,No,Free Installation
CMP002447,7598-UAASY,2025-01-04,Upgrade,Free Data Waiting For You,Delivered,No,No,No,10% Discount
CMP002448,7598-UAASY,2021-01-22,Loyalty,Thank You For Being With Us,Delivered,No,No,No,Free Upgrade
CMP002449,7598-UAASY,2024-09-09,Loyalty,Upgrade Your Plan Today,Delivered,No,No,No,Loyalty Reward
CMP002450,7598-UAASY,2025-09-13,Discount,Exclusive Offer Just For You,Delivered,No,No,No,20% Discount
CMP002451,7938-OUHIO,2022-06-05,Retention,We Miss You!,Bounced,No,No,No,10% Discount
CMP002452,7938-OUHIO,2022-03-19,Win-Back,Thank You For Being With Us,Delivered,No,No,No,10% Discount
CMP002453,7938-OUHIO,2020-01-08,Win-Back,Thank You For Being With Us,Delivered,No,No,No,Free Installation
CMP002454,7938-OUHIO,2021-09-03,Promotional,Save More On Your Next Bill,Delivered,No,No,No,Free Upgrade
CMP002455,8510-AWCXC,2023-07-16,Upgrade,Special Loyalty Reward,Delivered,No,No,No,Loyalty Reward
CMP002456,8510-AWCXC,2023-08-03,Retention,Exclusive Offer Just For You,Delivered,Yes,Yes,Yes,Loyalty Reward
CMP002457,8510-AWCXC,2020-05-27,Win-Back,Limited Time Discount,Delivered,No,No,No,Premium Streaming
CMP002458,8510-AWCXC,2024-10-13,Loyalty,Special Loyalty Reward,Delivered,No,No,No,Loyalty Reward
CMP002459,0431-APWVY,2022-05-27,Upgrade,Thank You For Being With Us,Delivered,Yes,No,No,Cashback
CMP002460,0431-APWVY,2024-12-10,Upgrade,Special Loyalty Reward,Delivered,Yes,No,No,Premium Streaming
CMP002461,0431-APWVY,2024-10-06,Upgrade,Exclusive Offer Just For You,Delivered,No,No,No,20% Discount
CMP002462,0431-APWVY,2022-03-22,Discount,Special Loyalty Reward,Delivered,Yes,No,No,10% Discount
CMP002463,3426-NIYYL,2023-04-13,Promotional,Save More On Your Next Bill,Delivered,No,No,No,Free Installation
CMP002464,3426-NIYYL,2023-06-28,Win-Back,Free Data Waiting For You,Delivered,Yes,No,No,Loyalty Reward
CMP002465,8225-BTJAU,2023-06-27,Retention,Thank You For Being With Us,Delivered,Yes,No,No,Extra Data
CMP002466,8225-BTJAU,2024-01-05,Win-Back,Limited Time Discount,Delivered,No,No,No,Cashback
CMP002467,3387-VATUS,2020-04-01,Promotional,Special Loyalty Reward,Bounced,No,No,No,Free Upgrade
CMP002468,3387-VATUS,2022-04-26,Loyalty,We Miss You!,Delivered,No,No,No,10% Discount
CMP002469,3387-VATUS,2021-02-26,Discount,Exclusive Offer Just For You,Delivered,No,No,No,20% Discount
CMP002470,1143-NMNQJ,2022-04-16,Upgrade,We Miss You!,Delivered,Yes,No,No,Extra Data
CMP002471,1143-NMNQJ,2020-05-06,Retention,Limited Time Discount,Delivered,No,No,No,Free Upgrade
CMP002472,1143-NMNQJ,2022-09-10,Discount,We Miss You!,Delivered,No,No,No,Loyalty Reward
CMP002473,1143-NMNQJ,2024-05-08,Win-Back,Special Loyalty Reward,Spam,No,No,No,No Offer
CMP002474,1143-NMNQJ,2024-12-23,Loyalty,Exclusive Offer Just For You,Delivered,No,No,No,10% Discount
CMP002475,0415-MOSGF,2022-11-15,Retention,Special Loyalty Reward,Delivered,No,No,No,Cashback
CMP002476,0415-MOSGF,2024-08-06,Promotional,Special Loyalty Reward,Delivered,No,No,No,Premium Streaming
CMP002477,0415-MOSGF,2023-11-12,Discount,Save More On Your Next Bill,Delivered,Yes,Yes,Yes,No Offer
CMP002478,0415-MOSGF,2020-07-17,Loyalty,Thank You For Being With Us,Delivered,No,No,No,Cashback
CMP002479,0415-MOSGF,2023-10-10,Upgrade,Special Loyalty Reward,Delivered,Yes,No,No,20% Discount
CMP002480,1724-BQUHA,2024-12-16,Retention,Free Data Waiting For You,Bounced,No,No,No,10% Discount
CMP002481,1724-BQUHA,2025-03-12,Promotional,Special Loyalty Reward,Delivered,No,No,No,Loyalty Reward
CMP002482,1724-BQUHA,2021-05-18,Promotional,Exclusive Offer Just For You,Delivered,No,No,No,20% Discount
CMP002483,4826-XTSOH,2021-12-14,Discount,Free Data Waiting For You,Delivered,No,No,No,Free Installation
CMP002484,4826-XTSOH,2022-03-01,Win-Back,Save More On Your Next Bill,Delivered,No,No,No,No Offer
CMP002485,4826-XTSOH,2020-01-01,Loyalty,Free Data Waiting For You,Delivered,No,No,No,10% Discount
CMP002486,2495-INZWQ,2022-02-27,Win-Back,Free Data Waiting For You,Delivered,No,No,No,Premium Streaming
CMP002487,2495-INZWQ,2021-09-24,Discount,Thank You For Being With Us,Delivered,Yes,Yes,No,Loyalty Reward
CMP002488,2495-INZWQ,2023-07-17,Loyalty,Free Data Waiting For You,Spam,No,No,No,Cashback
CMP002489,2495-INZWQ,2025-09-18,Retention,Special Loyalty Reward,Delivered,No,No,No,20% Discount
CMP002490,4139-SUGLD,2022-02-22,Discount,We Miss You!,Delivered,No,No,No,Free Installation
CMP002491,4139-SUGLD,2023-08-08,Upgrade,Save More On Your Next Bill,Spam,No,No,No,Free Installation
CMP002492,4139-SUGLD,2025-10-12,Retention,Upgrade Your Plan Today,Delivered,Yes,Yes,No,Cashback
CMP002493,4139-SUGLD,2025-01-24,Win-Back,We Miss You!,Delivered,Yes,No,No,10% Discount
CMP002494,6857-VWJDT,2023-05-25,Discount,Upgrade Your Plan Today,Delivered,Yes,Yes,No,Premium Streaming
CMP002495,6857-VWJDT,2025-04-22,Retention,Limited Time Discount,Delivered,No,No,No,20% Discount
CMP002496,6857-VWJDT,2022-08-15,Loyalty,Upgrade Your Plan Today,Delivered,No,No,No,Free Installation
CMP002497,6857-VWJDT,2023-11-22,Upgrade,We Miss You!,Delivered,No,No,No,10% Discount
CMP002498,6857-VWJDT,2022-11-09,Retention,Upgrade Your Plan Today,Delivered,No,No,No,20% Discount
CMP002499,5624-BQSSA,2022-06-22,Loyalty,Exclusive Offer Just For You,Delivered,Yes,Yes,No,Free Installation
CMP002500,5624-BQSSA,2022-06-03,Discount,Upgrade Your Plan Today,Delivered,Yes,No,No,10% Discount
CMP002501,2408-WITXK,2022-04-21,Win-Back,Free Data Waiting For You,Delivered,Yes,Yes,No,Premium Streaming
CMP002502,2408-WITXK,2025-03-15,Upgrade,Save More On Your Next Bill,Delivered,No,No,No,No Offer
CMP002503,2408-WITXK,2021-08-06,Upgrade,Special Loyalty Reward,Delivered,Yes,No,No,Premium Streaming
CMP002504,5577-OTWWW,2021-11-22,Loyalty,We Miss You!,Spam,No,No,No,20% Discount
CMP002505,5577-OTWWW,2021-02-13,Discount,Limited Time Discount,Delivered,No,No,No,Extra Data
CMP002506,6100-QQHEB,2021-06-05,Win-Back,Upgrade Your Plan Today,Delivered,No,No,No,Loyalty Reward
CMP002507,6100-QQHEB,2021-07-26,Loyalty,Thank You For Being With Us,Delivered,Yes,No,No,20% Discount
CMP002508,6100-QQHEB,2022-09-24,Discount,Exclusive Offer Just For You,Delivered,Yes,Yes,Yes,20% Discount
CMP002509,2634-HCZGT,2020-05-19,Loyalty,Exclusive Offer Just For You,Delivered,Yes,No,No,Premium Streaming
CMP002510,2634-HCZGT,2020-08-20,Discount,Limited Time Discount,Delivered,Yes,No,No,20% Discount
CMP002511,7503-QQRVF,2022-04-27,Win-Back,Save More On Your Next Bill,Delivered,No,No,No,Free Upgrade
CMP002512,7503-QQRVF,2023-01-12,Win-Back,Upgrade Your Plan Today,Delivered,Yes,No,No,Loyalty Reward
CMP002513,7503-QQRVF,2020-11-22,Promotional,Free Data Waiting For You,Delivered,Yes,No,No,10% Discount
CMP002514,7503-QQRVF,2025-08-15,Retention,We Miss You!,Delivered,Yes,No,No,Free Upgrade
CMP002515,7503-QQRVF,2021-02-05,Upgrade,Free Data Waiting For You,Delivered,Yes,Yes,No,Premium Streaming
CMP002516,2691-NZETQ,2020-09-13,Discount,Free Data Waiting For You,Delivered,No,No,No,20% Discount
CMP002517,2691-NZETQ,2024-01-11,Promotional,Free Data Waiting For You,Delivered,Yes,Yes,No,Premium Streaming
CMP002518,2691-NZETQ,2023-11-09,Win-Back,Limited Time Discount,Delivered,No,No,No,No Offer
CMP002519,4404-HIBDJ,2022-11-04,Loyalty,Limited Time Discount,Delivered,No,No,No,Premium Streaming
CMP002520,4404-HIBDJ,2024-02-18,Promotional,Save More On Your Next Bill,Delivered,Yes,Yes,No,Cashback
CMP002521,4404-HIBDJ,2021-10-07,Discount,Upgrade Your Plan Today,Delivered,Yes,No,No,Premium Streaming
CMP002522,4404-HIBDJ,2022-08-24,Retention,Limited Time Discount,Delivered,No,No,No,No Offer
CMP002523,4404-HIBDJ,2021-01-08,Win-Back,We Miss You!,Delivered,No,No,No,Cashback
CMP002524,7295-JOMMD,2021-09-20,Promotional,Upgrade Your Plan Today,Delivered,Yes,Yes,Yes,10% Discount
CMP002525,7295-JOMMD,2020-12-03,Loyalty,Thank You For Being With Us,Delivered,Yes,No,No,10% Discount
CMP002526,7295-JOMMD,2021-10-01,Retention,Exclusive Offer Just For You,Delivered,Yes,Yes,No,Premium Streaming
CMP002527,7295-JOMMD,2023-11-02,Upgrade,Limited Time Discount,Delivered,No,No,No,Loyalty Reward
CMP002528,5013-SBUIH,2022-07-19,Discount,Upgrade Your Plan Today,Bounced,No,No,No,Free Installation
CMP002529,5013-SBUIH,2022-09-18,Discount,Free Data Waiting For You,Delivered,No,No,No,Free Installation
CMP002530,5013-SBUIH,2023-11-09,Discount,Exclusive Offer Just For You,Delivered,No,No,No,20% Discount
CMP002531,0709-TVGUR,2023-07-08,Upgrade,Upgrade Your Plan Today,Delivered,No,No,No,Premium Streaming
CMP002532,0709-TVGUR,2022-11-05,Discount,We Miss You!,Delivered,No,No,No,20% Discount
CMP002533,0709-TVGUR,2020-04-22,Promotional,Exclusive Offer Just For You,Delivered,No,No,No,Loyalty Reward
CMP002534,6023-YEBUP,2020-07-20,Retention,Special Loyalty Reward,Delivered,No,No,No,Free Upgrade
CMP002535,6023-YEBUP,2022-04-22,Retention,We Miss You!,Delivered,No,No,No,No Offer
CMP002536,6023-YEBUP,2023-06-26,Discount,We Miss You!,Delivered,No,No,No,Free Installation
CMP002537,6023-YEBUP,2022-10-14,Discount,Limited Time Discount,Delivered,Yes,No,No,Extra Data
CMP002538,6023-YEBUP,2020-09-10,Win-Back,We Miss You!,Delivered,Yes,Yes,No,Free Installation
CMP002539,7209-JCUDS,2021-09-09,Win-Back,Exclusive Offer Just For You,Delivered,No,No,No,Free Upgrade
CMP002540,7209-JCUDS,2023-12-13,Retention,We Miss You!,Delivered,Yes,Yes,No,20% Discount
CMP002541,7209-JCUDS,2021-02-22,Retention,Exclusive Offer Just For You,Delivered,No,No,No,Extra Data
CMP002542,3001-CBHLQ,2021-03-09,Discount,Limited Time Discount,Delivered,No,No,No,20% Discount
CMP002543,3001-CBHLQ,2024-12-02,Win-Back,Thank You For Being With Us,Delivered,Yes,No,No,Loyalty Reward
CMP002544,6158-DWPZT,2021-09-13,Win-Back,Upgrade Your Plan Today,Delivered,No,No,No,No Offer
CMP002545,6158-DWPZT,2021-01-07,Discount,Free Data Waiting For You,Delivered,Yes,No,No,Loyalty Reward
CMP002546,3763-GCZHZ,2023-05-22,Retention,Special Loyalty Reward,Delivered,No,No,No,Extra Data
CMP002547,3763-GCZHZ,2025-04-22,Upgrade,Limited Time Discount,Delivered,No,No,No,Loyalty Reward
CMP002548,3763-GCZHZ,2024-02-02,Win-Back,Exclusive Offer Just For You,Delivered,Yes,Yes,No,Loyalty Reward
CMP002549,3763-GCZHZ,2021-01-16,Upgrade,Save More On Your Next Bill,Delivered,Yes,No,No,Free Upgrade
CMP002550,0772-GYEQQ,2020-09-17,Retention,Limited Time Discount,Delivered,Yes,No,No,Premium Streaming
CMP002551,0772-GYEQQ,2025-06-15,Retention,Upgrade Your Plan Today,Delivered,Yes,No,No,Extra Data
CMP002552,0772-GYEQQ,2023-08-10,Upgrade,Upgrade Your Plan Today,Delivered,Yes,No,No,Premium Streaming
CMP002553,0772-GYEQQ,2020-01-09,Win-Back,We Miss You!,Delivered,Yes,No,No,Premium Streaming
CMP002554,4831-EOBFE,2020-10-11,Upgrade,We Miss You!,Delivered,Yes,No,No,Extra Data
CMP002555,4831-EOBFE,2025-09-13,Win-Back,Upgrade Your Plan Today,Delivered,No,No,No,Extra Data
CMP002556,4831-EOBFE,2023-07-12,Promotional,Upgrade Your Plan Today,Delivered,No,No,No,Cashback
CMP002557,4831-EOBFE,2024-07-01,Loyalty,Save More On Your Next Bill,Delivered,No,No,No,20% Discount
CMP002558,4102-OQUPX,2020-04-17,Promotional,We Miss You!,Delivered,Yes,No,No,Loyalty Reward
CMP002559,4102-OQUPX,2022-07-15,Win-Back,Thank You For Being With Us,Delivered,No,No,No,Premium Streaming
CMP002560,4102-OQUPX,2025-02-26,Upgrade,We Miss You!,Delivered,No,No,No,Free Upgrade
CMP002561,4102-OQUPX,2025-04-04,Promotional,Free Data Waiting For You,Delivered,Yes,No,No,Free Upgrade
CMP002562,9170-GYZJC,2025-08-26,Discount,Free Data Waiting For You,Delivered,No,No,No,Cashback
CMP002563,9170-GYZJC,2023-05-23,Retention,Free Data Waiting For You,Bounced,No,No,No,Cashback
CMP002564,9170-GYZJC,2024-02-23,Upgrade,Upgrade Your Plan Today,Spam,No,No,No,Free Installation
CMP002565,3999-QGRJH,2021-07-12,Upgrade,Upgrade Your Plan Today,Delivered,No,No,No,Free Installation
CMP002566,3999-QGRJH,2024-10-10,Retention,We Miss You!,Delivered,Yes,No,No,Premium Streaming
CMP002567,3999-QGRJH,2021-02-17,Win-Back,Thank You For Being With Us,Spam,No,No,No,Free Installation
CMP002568,3999-QGRJH,2022-05-16,Discount,Thank You For Being With Us,Delivered,Yes,Yes,No,Cashback
CMP002569,3999-QGRJH,2022-02-16,Discount,Limited Time Discount,Delivered,No,No,No,Premium Streaming
CMP002570,2454-RPBRZ,2025-01-22,Discount,Save More On Your Next Bill,Delivered,No,No,No,Extra Data
CMP002571,2454-RPBRZ,2023-10-04,Retention,Save More On Your Next Bill,Delivered,Yes,Yes,Yes,Free Installation
CMP002572,2002-MZHWP,2024-01-18,Win-Back,Save More On Your Next Bill,Delivered,No,No,No,20% Discount
CMP002573,2002-MZHWP,2020-08-02,Win-Back,We Miss You!,Delivered,Yes,No,No,Extra Data
CMP002574,2002-MZHWP,2022-09-28,Upgrade,Thank You For Being With Us,Delivered,Yes,No,No,No Offer
CMP002575,2002-MZHWP,2021-10-12,Win-Back,Save More On Your Next Bill,Delivered,Yes,No,No,20% Discount
CMP002576,2265-CYWIV,2023-04-12,Promotional,Special Loyalty Reward,Delivered,Yes,Yes,Yes,No Offer
CMP002577,2265-CYWIV,2022-12-13,Win-Back,Thank You For Being With Us,Delivered,No,No,No,Loyalty Reward
CMP002578,2265-CYWIV,2024-01-14,Discount,Special Loyalty Reward,Delivered,Yes,No,No,Free Upgrade
CMP002579,2265-CYWIV,2023-12-18,Retention,Upgrade Your Plan Today,Delivered,No,No,No,Loyalty Reward
CMP002580,2004-OCQXK,2024-05-17,Promotional,Limited Time Discount,Delivered,No,No,No,Free Installation
CMP002581,2004-OCQXK,2022-02-08,Win-Back,Free Data Waiting For You,Delivered,Yes,No,No,No Offer
CMP002582,2004-OCQXK,2025-09-28,Promotional,We Miss You!,Delivered,Yes,No,No,Free Upgrade
CMP002583,2004-OCQXK,2021-04-28,Retention,Save More On Your Next Bill,Delivered,Yes,No,No,Free Upgrade
CMP002584,5027-QPKTE,2023-08-24,Discount,Special Loyalty Reward,Delivered,No,No,No,20% Discount
CMP002585,5027-QPKTE,2022-04-16,Promotional,Free Data Waiting For You,Delivered,No,No,No,No Offer
CMP002586,5027-QPKTE,2022-07-20,Upgrade,Thank You For Being With Us,Delivered,No,No,No,10% Discount
CMP002587,5027-QPKTE,2024-01-22,Upgrade,Save More On Your Next Bill,Delivered,No,No,No,Extra Data
CMP002588,2672-HUYVI,2023-03-17,Upgrade,Free Data Waiting For You,Delivered,Yes,No,No,Premium Streaming
CMP002589,2672-HUYVI,2022-04-15,Loyalty,Thank You For Being With Us,Delivered,Yes,No,No,Premium Streaming
CMP002590,2672-HUYVI,2022-08-02,Upgrade,Upgrade Your Plan Today,Delivered,Yes,No,No,Premium Streaming
CMP002591,7508-MYBOG,2020-04-05,Win-Back,We Miss You!,Delivered,Yes,Yes,No,20% Discount
CMP002592,7508-MYBOG,2024-04-25,Upgrade,Limited Time Discount,Delivered,No,No,No,No Offer
CMP002593,7508-MYBOG,2024-01-05,Promotional,Limited Time Discount,Delivered,No,No,No,Cashback
CMP002594,7508-MYBOG,2021-06-03,Retention,Limited Time Discount,Delivered,Yes,No,No,No Offer
