ticket_id,customer_id,created_date,issue_type,priority,status,resolution_time,agent_name,customer_rating
TKT004316,6305-YLBMM,2021-11-25,Account Login,Medium,Resolved,69,Aman Singh,3.0
TKT004317,6305-YLBMM,2023-09-16,Router Problem,High,Closed,22,Rohit Kumar,3.0
TKT004318,6305-YLBMM,2021-10-12,Slow Internet,Medium,In Progress,34,Simran Kaur,
TKT004319,6305-YLBMM,2023-08-28,WiFi Connectivity,High,Closed,38,Vikas Yadav,4.0
TKT004320,6305-YLBMM,2025-04-22,Technical Support,High,Resolved,40,Arjun Patel,1.0
TKT004321,3647-GMGDH,2025-04-07,Technical Support,High,Closed,46,Anjali Jain,3.0
TKT004322,3647-GMGDH,2023-07-14,Slow Internet,High,Resolved,48,Rahul Sharma,3.0
TKT004323,3647-GMGDH,2024-07-25,Slow Internet,High,Resolved,28,Neha Gupta,4.0
TKT004324,3647-GMGDH,2020-04-26,Technical Support,Medium,Resolved,40,Anjali Jain,2.0
TKT004325,3647-GMGDH,2023-10-03,Movie Streaming Issue,Low,Resolved,102,Karan Mehta,4.0
TKT004326,3791-LGQCY,2023-04-28,Payment Issue,High,Open,44,Anjali Jain,
TKT004327,3791-LGQCY,2020-09-17,Router Problem,Low,Resolved,75,Priya Verma,1.0
TKT004328,3791-LGQCY,2022-07-27,Account Login,High,Resolved,32,Aman Singh,3.0
TKT004329,3791-LGQCY,2023-01-16,Billing Issue,High,Open,48,Vikas Yadav,
TKT004330,3791-LGQCY,2021-10-20,WiFi Connectivity,Medium,Open,31,Aman Singh,
TKT004331,8166-ZZTFS,2022-04-05,Technical Support,Medium,Resolved,29,Rahul Sharma,1.0
TKT004332,8166-ZZTFS,2020-06-23,Account Login,High,Open,30,Aman Singh,
TKT004333,8166-ZZTFS,2024-12-02,WiFi Connectivity,Low,Resolved,55,Arjun Patel,2.0
TKT004334,2956-GGUCQ,2021-06-16,Account Login,High,Resolved,17,Rohit Kumar,1.0
TKT004335,2956-GGUCQ,2025-07-14,Technical Support,High,Closed,18,Karan Mehta,4.0
TKT004336,2956-GGUCQ,2023-12-12,Billing Issue,High,Closed,45,Neha Gupta,2.0
TKT004337,2956-GGUCQ,2022-10-08,Technical Support,Low,Closed,108,Rohit Kumar,1.0
TKT004338,2956-GGUCQ,2020-02-13,WiFi Connectivity,Medium,Resolved,48,Anjali Jain,4.0
TKT004339,6595-COKXZ,2023-09-06,Payment Issue,Low,Closed,68,Simran Kaur,4.0
TKT004340,6595-COKXZ,2023-01-10,Billing Issue,Medium,Closed,29,Priya Verma,2.0
TKT004341,6595-COKXZ,2024-04-11,No Internet,High,Resolved,25,Anjali Jain,2.0
TKT004342,6595-COKXZ,2025-01-01,Technical Support,Medium,Resolved,38,Neha Gupta,2.0
TKT004343,6595-COKXZ,2022-12-04,WiFi Connectivity,High,Closed,13,Neha Gupta,2.0
TKT004344,0362-ZBZWJ,2020-10-07,No Internet,High,Open,25,Arjun Patel,
TKT004345,0362-ZBZWJ,2020-08-21,Phone Service Issue,High,Resolved,27,Aman Singh,2.0
TKT004346,4211-MMAZN,2020-06-15,Account Login,Medium,Closed,62,Simran Kaur,4.0
TKT004347,4211-MMAZN,2021-01-25,Payment Issue,Low,Closed,67,Vikas Yadav,3.0
TKT004348,4211-MMAZN,2021-10-09,Account Login,Low,Open,82,Rahul Sharma,
TKT004349,4211-MMAZN,2025-09-07,Account Login,Medium,In Progress,58,Rohit Kumar,
TKT004350,4211-MMAZN,2020-04-19,Billing Issue,High,Open,41,Anjali Jain,
TKT004351,4274-OWWYO,2022-03-07,Payment Issue,High,Closed,47,Karan Mehta,1.0
TKT004352,4274-OWWYO,2025-10-07,Phone Service Issue,High,Resolved,38,Rahul Sharma,4.0
TKT004353,1541-ETJZO,2020-03-12,TV Streaming Issue,Medium,Resolved,34,Karan Mehta,1.0
TKT004354,1541-ETJZO,2022-02-22,Slow Internet,High,Resolved,47,Arjun Patel,4.0
TKT004355,4106-HADHQ,2022-12-05,WiFi Connectivity,Low,Open,51,Priya Verma,
TKT004356,4106-HADHQ,2024-06-01,Slow Internet,Medium,Resolved,29,Karan Mehta,4.0
TKT004357,4106-HADHQ,2023-12-20,WiFi Connectivity,High,Open,37,Rohit Kumar,
TKT004358,2369-UAPKZ,2020-11-27,Technical Support,Low,In Progress,91,Anjali Jain,
TKT004359,2369-UAPKZ,2024-08-19,Account Login,High,Open,17,Simran Kaur,
TKT004360,2778-OCLGR,2021-06-27,Phone Service Issue,High,Closed,25,Simran Kaur,1.0
TKT004361,2778-OCLGR,2024-01-23,Payment Issue,High,Open,41,Priya Verma,
TKT004362,0637-KVDLV,2023-02-10,Router Problem,Medium,In Progress,30,Anjali Jain,
TKT004363,0637-KVDLV,2021-12-27,WiFi Connectivity,Medium,Resolved,50,Arjun Patel,4.0
TKT004364,0637-KVDLV,2024-05-20,Technical Support,Low,Resolved,103,Anjali Jain,2.0
TKT004365,0637-KVDLV,2022-01-18,Slow Internet,Medium,Resolved,71,Simran Kaur,3.0
TKT004366,0637-KVDLV,2022-05-24,Slow Internet,High,Resolved,17,Simran Kaur,2.0
TKT004367,6633-MPWBS,2024-10-17,WiFi Connectivity,High,Resolved,45,Neha Gupta,1.0
TKT004368,6633-MPWBS,2023-10-24,No Internet,High,Resolved,14,Neha Gupta,2.0
TKT004369,8785-EPNCG,2023-04-23,Payment Issue,Medium,Resolved,35,Anjali Jain,3.0
TKT004370,8785-EPNCG,2025-12-07,Account Login,High,Resolved,38,Rahul Sharma,4.0
TKT004371,5729-KLZAR,2020-10-27,Movie Streaming Issue,High,Resolved,43,Aman Singh,3.0
TKT004372,5729-KLZAR,2024-01-12,Router Problem,High,Resolved,25,Rohit Kumar,1.0
TKT004373,5729-KLZAR,2022-03-27,No Internet,High,Resolved,18,Aman Singh,4.0
TKT004374,5729-KLZAR,2022-09-02,Phone Service Issue,Medium,In Progress,65,Aman Singh,
TKT004375,5729-KLZAR,2024-10-19,WiFi Connectivity,Medium,Resolved,60,Anjali Jain,2.0
TKT004376,1582-RAFML,2023-04-04,Router Problem,Low,Resolved,54,Anjali Jain,2.0
TKT004377,1582-RAFML,2023-10-21,No Internet,Medium,Open,47,Rohit Kumar,
TKT004378,8740-CRYFY,2021-05-02,Account Login,High,Resolved,28,Anjali Jain,3.0
TKT004379,8740-CRYFY,2023-06-18,Account Login,High,Resolved,42,Priya Verma,3.0
TKT004380,2962-XPMCQ,2022-04-23,Phone Service Issue,Medium,Resolved,35,Arjun Patel,4.0
TKT004381,2962-XPMCQ,2023-10-19,WiFi Connectivity,High,Closed,16,Arjun Patel,3.0
TKT004382,2962-XPMCQ,2023-05-14,Movie Streaming Issue,High,Resolved,46,Simran Kaur,3.0
TKT004383,2962-XPMCQ,2022-08-18,Movie Streaming Issue,High,Resolved,12,Arjun Patel,1.0
TKT004384,1678-FYZOW,2023-05-03,Phone Service Issue,High,Closed,18,Rahul Sharma,3.0
TKT004385,1678-FYZOW,2025-03-02,TV Streaming Issue,High,Resolved,45,Rohit Kumar,4.0
TKT004386,1678-FYZOW,2025-05-26,Movie Streaming Issue,Low,Closed,82,Rohit Kumar,2.0
TKT004387,1678-FYZOW,2022-01-07,Movie Streaming Issue,Medium,Resolved,59,Rahul Sharma,2.0
TKT004388,8627-EHGIP,2021-07-23,WiFi Connectivity,High,Closed,16,Rohit Kumar,2.0
TKT004389,8627-EHGIP,2025-12-15,Billing Issue,High,Resolved,47,Arjun Patel,2.0
TKT004390,5480-TBGPH,2024-04-17,No Internet,Medium,In Progress,49,Neha Gupta,
TKT004391,5480-TBGPH,2024-06-15,Router Problem,High,Resolved,36,Rohit Kumar,4.0
TKT004392,5480-TBGPH,2021-06-28,Account Login,High,Resolved,26,Neha Gupta,1.0
TKT004393,5480-TBGPH,2021-05-25,TV Streaming Issue,High,Resolved,29,Anjali Jain,2.0
TKT004394,8854-CCVSQ,2025-06-11,TV Streaming Issue,Low,Resolved,89,Neha Gupta,3.0
TKT004395,8854-CCVSQ,2024-09-19,Movie Streaming Issue,Medium,In Progress,37,Vikas Yadav,
TKT004396,8854-CCVSQ,2025-06-14,Technical Support,High,Resolved,33,Rohit Kumar,4.0
TKT004397,8854-CCVSQ,2022-05-09,WiFi Connectivity,Medium,Resolved,43,Anjali Jain,2.0
TKT004398,0511-JTEOY,2023-08-06,Billing Issue,Low,Closed,105,Rahul Sharma,3.0
TKT004399,0511-JTEOY,2023-03-23,Technical Support,Medium,Resolved,56,Aman Singh,2.0
TKT004400,7067-KSAZT,2020-12-17,No Internet,High,Resolved,31,Karan Mehta,3.0
TKT004401,7067-KSAZT,2021-06-13,Account Login,High,In Progress,43,Priya Verma,
TKT004402,7067-KSAZT,2025-04-03,Phone Service Issue,High,Resolved,13,Anjali Jain,3.0
TKT004403,6532-YLWSI,2020-04-11,Phone Service Issue,High,Resolved,34,Rohit Kumar,4.0
TKT004404,6532-YLWSI,2023-12-18,Phone Service Issue,High,Resolved,33,Simran Kaur,2.0
TKT004405,6532-YLWSI,2021-08-25,Account Login,High,Open,48,Rohit Kumar,
TKT004406,9300-AGZNL,2024-10-17,Phone Service Issue,Medium,Closed,29,Aman Singh,2.0
TKT004407,9300-AGZNL,2023-01-10,WiFi Connectivity,Medium,Closed,70,Rahul Sharma,4.0
TKT004408,9300-AGZNL,2020-04-20,Account Login,High,Resolved,39,Aman Singh,4.0
TKT004409,9300-AGZNL,2022-03-09,TV Streaming Issue,Low,Resolved,106,Vikas Yadav,3.0
TKT004410,9300-AGZNL,2022-04-02,Router Problem,Medium,Resolved,58,Aman Singh,1.0
TKT004411,1112-CUNAO,2020-01-12,Slow Internet,High,In Progress,29,Neha Gupta,
TKT004412,1112-CUNAO,2021-01-14,Router Problem,High,Resolved,25,Rohit Kumar,2.0
TKT004413,1112-CUNAO,2020-03-03,Billing Issue,High,Resolved,37,Karan Mehta,1.0
TKT004414,1112-CUNAO,2024-12-10,WiFi Connectivity,High,In Progress,23,Neha Gupta,
TKT004415,1112-CUNAO,2025-10-05,Router Problem,Medium,Closed,40,Karan Mehta,2.0
TKT004416,5175-AOBHI,2024-05-02,Phone Service Issue,Medium,Closed,66,Karan Mehta,4.0
TKT004417,5175-AOBHI,2024-10-11,Router Problem,Medium,Resolved,72,Rahul Sharma,2.0
TKT004418,5175-AOBHI,2025-11-03,Account Login,Medium,Closed,28,Karan Mehta,1.0
TKT004419,5175-AOBHI,2025-03-07,Movie Streaming Issue,High,Closed,43,Neha Gupta,2.0
TKT004420,5175-AOBHI,2022-08-27,WiFi Connectivity,High,Resolved,17,Arjun Patel,4.0
TKT004421,5174-RNGBH,2025-07-24,TV Streaming Issue,Medium,Resolved,36,Arjun Patel,1.0
TKT004422,5174-RNGBH,2021-02-13,TV Streaming Issue,Medium,Resolved,66,Arjun Patel,2.0
TKT004423,5174-RNGBH,2024-09-20,Payment Issue,High,Closed,45,Karan Mehta,4.0
TKT004424,5174-RNGBH,2023-02-24,Movie Streaming Issue,High,Resolved,22,Priya Verma,4.0
TKT004425,5174-RNGBH,2023-04-28,Account Login,High,Closed,28,Arjun Patel,2.0
TKT004426,7270-BDIOA,2024-11-15,Billing Issue,High,Open,46,Anjali Jain,
TKT004427,7270-BDIOA,2023-02-07,Account Login,High,Resolved,34,Priya Verma,1.0
TKT004428,7270-BDIOA,2024-01-03,TV Streaming Issue,Medium,Resolved,42,Neha Gupta,1.0
TKT004429,7270-BDIOA,2021-08-09,Movie Streaming Issue,High,Resolved,27,Arjun Patel,2.0
TKT004430,9565-JSNFM,2024-09-12,Technical Support,Medium,Closed,30,Arjun Patel,3.0
TKT004431,9565-JSNFM,2024-09-01,Slow Internet,High,Resolved,22,Simran Kaur,4.0
TKT004432,9565-JSNFM,2025-04-14,Account Login,High,Resolved,32,Neha Gupta,4.0
TKT004433,9565-JSNFM,2024-08-08,Technical Support,High,Closed,35,Priya Verma,1.0
TKT004434,0607-DAAHE,2020-12-20,Billing Issue,High,Resolved,41,Priya Verma,4.0
TKT004435,0607-DAAHE,2023-02-17,Account Login,High,Resolved,28,Aman Singh,3.0
TKT004436,0607-DAAHE,2024-02-11,Payment Issue,High,In Progress,41,Simran Kaur,
TKT004437,0607-DAAHE,2020-07-17,Phone Service Issue,High,Resolved,30,Priya Verma,2.0
TKT004438,9732-KPKBW,2025-04-10,Account Login,Medium,Resolved,25,Rahul Sharma,3.0
TKT004439,9732-KPKBW,2024-08-01,Payment Issue,High,Resolved,47,Simran Kaur,3.0
TKT004440,3389-YGYAI,2020-06-16,Account Login,Low,Resolved,102,Aman Singh,4.0
TKT004441,3389-YGYAI,2023-04-12,Movie Streaming Issue,High,Resolved,41,Simran Kaur,4.0
TKT004442,9560-ARGQJ,2020-10-08,Slow Internet,Low,Closed,107,Rohit Kumar,3.0
TKT004443,9560-ARGQJ,2021-06-11,Router Problem,Medium,Resolved,30,Anjali Jain,1.0
TKT004444,5134-IKDAY,2020-11-26,Payment Issue,High,Resolved,27,Rahul Sharma,3.0
TKT004445,5134-IKDAY,2024-04-24,Phone Service Issue,High,In Progress,22,Priya Verma,
TKT004446,5134-IKDAY,2023-07-27,Phone Service Issue,High,Open,46,Neha Gupta,
TKT004447,3070-DVEYC,2024-02-15,Account Login,Low,In Progress,74,Rahul Sharma,
TKT004448,3070-DVEYC,2024-10-28,TV Streaming Issue,High,Closed,48,Karan Mehta,1.0
TKT004449,3070-DVEYC,2020-02-19,Phone Service Issue,Medium,In Progress,33,Rahul Sharma,
TKT004450,5707-ORNDZ,2024-01-04,Billing Issue,High,Resolved,25,Aman Singh,2.0
TKT004451,5707-ORNDZ,2022-01-27,Phone Service Issue,High,In Progress,33,Aman Singh,
TKT004452,8696-JKZNU,2025-08-17,Phone Service Issue,High,Resolved,17,Arjun Patel,2.0
TKT004453,8696-JKZNU,2023-12-24,Technical Support,Low,Resolved,94,Aman Singh,4.0
TKT004454,5380-AFSSK,2025-12-17,Payment Issue,High,Resolved,29,Priya Verma,4.0
TKT004455,5380-AFSSK,2024-01-21,WiFi Connectivity,Medium,Resolved,38,Aman Singh,3.0
TKT004456,5380-AFSSK,2025-10-11,TV Streaming Issue,High,Closed,21,Rohit Kumar,3.0
TKT004457,5380-AFSSK,2023-04-10,Phone Service Issue,High,Resolved,29,Vikas Yadav,2.0
TKT004458,2055-PDADH,2020-05-21,Router Problem,High,Resolved,16,Anjali Jain,3.0
TKT004459,2055-PDADH,2023-09-04,Account Login,High,Resolved,21,Rohit Kumar,4.0
TKT004460,2055-PDADH,2023-02-22,No Internet,High,Resolved,37,Anjali Jain,1.0
TKT004461,8714-EUHJO,2024-06-09,Account Login,Medium,Closed,32,Simran Kaur,3.0
TKT004462,8714-EUHJO,2024-05-17,TV Streaming Issue,Low,Resolved,75,Karan Mehta,2.0
TKT004463,8714-EUHJO,2020-04-16,Payment Issue,Medium,Resolved,62,Rohit Kumar,4.0
TKT004464,3721-CNEYS,2025-10-21,Technical Support,High,Resolved,22,Aman Singh,3.0
TKT004465,3721-CNEYS,2023-08-10,No Internet,Medium,Resolved,28,Anjali Jain,3.0
TKT004466,3721-CNEYS,2022-05-04,Payment Issue,High,Closed,21,Vikas Yadav,2.0
TKT004467,2568-OIADY,2023-10-07,Phone Service Issue,High,Resolved,16,Arjun Patel,4.0
TKT004468,2568-OIADY,2023-02-16,Phone Service Issue,Low,Resolved,115,Rahul Sharma,1.0
TKT004469,1193-RTSLK,2024-11-20,Billing Issue,High,Open,17,Anjali Jain,
TKT004470,1193-RTSLK,2025-12-24,Movie Streaming Issue,Low,Closed,74,Rahul Sharma,4.0
TKT004471,1193-RTSLK,2023-04-15,Payment Issue,Medium,Resolved,72,Aman Singh,3.0
TKT004472,1193-RTSLK,2025-07-01,No Internet,Low,Closed,86,Karan Mehta,3.0
TKT004473,2302-ANTDP,2020-11-19,WiFi Connectivity,Medium,Closed,49,Priya Verma,4.0
TKT004474,2302-ANTDP,2020-07-05,WiFi Connectivity,Medium,Closed,39,Karan Mehta,3.0
TKT004475,2302-ANTDP,2023-05-04,Movie Streaming Issue,Medium,Resolved,51,Priya Verma,2.0
TKT004476,2302-ANTDP,2023-08-24,TV Streaming Issue,Medium,Resolved,65,Rohit Kumar,3.0
TKT004477,2302-ANTDP,2022-06-11,No Internet,Medium,Closed,68,Aman Singh,2.0
TKT004478,5923-GXUOC,2024-06-06,TV Streaming Issue,Medium,Open,27,Anjali Jain,
TKT004479,5923-GXUOC,2024-05-23,TV Streaming Issue,High,Closed,26,Karan Mehta,4.0
TKT004480,5233-GEEAX,2021-11-15,Billing Issue,Medium,Open,63,Rohit Kumar,
TKT004481,5233-GEEAX,2023-08-02,TV Streaming Issue,Low,Open,101,Karan Mehta,
TKT004482,5233-GEEAX,2025-07-13,Phone Service Issue,High,Resolved,40,Simran Kaur,1.0
TKT004483,5233-GEEAX,2025-09-12,WiFi Connectivity,High,Resolved,25,Aman Singh,2.0
TKT004484,5233-GEEAX,2020-08-07,Router Problem,High,Resolved,15,Anjali Jain,4.0
TKT004485,4432-ADRLB,2021-05-24,Payment Issue,Medium,Resolved,32,Neha Gupta,3.0
TKT004486,4432-ADRLB,2021-06-03,Movie Streaming Issue,High,In Progress,25,Arjun Patel,
TKT004487,4432-ADRLB,2021-10-04,Slow Internet,High,Resolved,46,Rohit Kumar,1.0
TKT004488,4432-ADRLB,2020-06-01,TV Streaming Issue,High,In Progress,37,Neha Gupta,
TKT004489,4432-ADRLB,2024-03-13,Phone Service Issue,High,Closed,46,Anjali Jain,2.0
TKT004490,8993-PHFWD,2023-07-25,TV Streaming Issue,Medium,In Progress,40,Arjun Patel,
TKT004491,8993-PHFWD,2023-07-13,Slow Internet,High,Open,37,Vikas Yadav,
TKT004492,8993-PHFWD,2023-09-27,Phone Service Issue,Medium,Resolved,36,Rohit Kumar,4.0
TKT004493,1565-RHDJD,2020-06-09,Router Problem,High,Resolved,16,Anjali Jain,4.0
TKT004494,1565-RHDJD,2021-10-19,Technical Support,High,Resolved,31,Anjali Jain,4.0
TKT004495,1565-RHDJD,2023-06-26,Router Problem,High,Resolved,14,Arjun Patel,2.0
TKT004496,1565-RHDJD,2024-07-22,Account Login,Low,Resolved,58,Rahul Sharma,2.0
TKT004497,1565-RHDJD,2025-04-09,Payment Issue,High,Resolved,16,Rohit Kumar,1.0
TKT004498,7137-RYLPP,2023-03-19,Phone Service Issue,High,Resolved,44,Neha Gupta,4.0
TKT004499,7137-RYLPP,2025-01-18,Phone Service Issue,Medium,In Progress,52,Rahul Sharma,
TKT004500,7137-RYLPP,2023-10-09,Router Problem,High,Resolved,15,Rahul Sharma,3.0
TKT004501,7137-RYLPP,2021-12-03,TV Streaming Issue,High,Resolved,12,Simran Kaur,4.0
TKT004502,7137-RYLPP,2020-03-03,Payment Issue,Medium,Resolved,25,Rahul Sharma,2.0
TKT004503,3765-JXVKY,2023-08-05,No Internet,Low,Resolved,120,Karan Mehta,1.0
TKT004504,3765-JXVKY,2024-09-09,Phone Service Issue,Medium,Resolved,35,Rohit Kumar,4.0
TKT004505,3765-JXVKY,2021-05-09,Slow Internet,High,Resolved,30,Simran Kaur,1.0
TKT004506,3765-JXVKY,2020-07-15,Billing Issue,Low,Closed,116,Rohit Kumar,4.0
TKT004507,3765-JXVKY,2024-06-21,Billing Issue,Low,Resolved,56,Neha Gupta,2.0
TKT004508,7330-WZLNC,2022-08-05,TV Streaming Issue,Low,Resolved,54,Rohit Kumar,1.0
TKT004509,7330-WZLNC,2022-06-08,TV Streaming Issue,High,Resolved,21,Rahul Sharma,3.0
TKT004510,7330-WZLNC,2020-03-23,Technical Support,High,Resolved,21,Rahul Sharma,2.0
TKT004511,3957-LXOLK,2020-04-25,Slow Internet,High,Resolved,21,Arjun Patel,4.0
TKT004512,3957-LXOLK,2020-07-02,Account Login,High,Resolved,39,Aman Singh,3.0
TKT004513,3957-LXOLK,2020-01-03,Slow Internet,Low,Resolved,95,Vikas Yadav,4.0
TKT004514,3957-LXOLK,2022-02-04,Slow Internet,Medium,Resolved,59,Aman Singh,3.0
TKT004515,3957-LXOLK,2022-10-19,Slow Internet,High,Resolved,41,Karan Mehta,3.0
TKT004516,6635-MYYYZ,2020-02-18,Movie Streaming Issue,High,In Progress,19,Simran Kaur,
TKT004517,6635-MYYYZ,2023-04-02,Payment Issue,High,Resolved,27,Priya Verma,4.0
TKT004518,6635-MYYYZ,2021-04-25,Billing Issue,High,Closed,42,Vikas Yadav,2.0
TKT004519,6635-MYYYZ,2024-11-14,Router Problem,Low,In Progress,63,Rahul Sharma,
TKT004520,5281-BUZGT,2024-02-13,Movie Streaming Issue,Low,Resolved,98,Vikas Yadav,3.0
TKT004521,5281-BUZGT,2024-06-08,Payment Issue,Low,Resolved,82,Karan Mehta,1.0
TKT004522,5281-BUZGT,2023-05-19,Movie Streaming Issue,High,Closed,35,Aman Singh,4.0
TKT004523,5281-BUZGT,2020-03-14,TV Streaming Issue,Low,Resolved,49,Simran Kaur,2.0
TKT004524,5281-BUZGT,2022-08-08,Payment Issue,Medium,Resolved,29,Anjali Jain,2.0
TKT004525,5378-IKEEG,2024-09-02,WiFi Connectivity,Low,Closed,65,Vikas Yadav,1.0
TKT004526,5378-IKEEG,2024-06-06,No Internet,High,Resolved,20,Priya Verma,3.0
TKT004527,5378-IKEEG,2020-07-26,Router Problem,High,Closed,31,Arjun Patel,4.0
TKT004528,5378-IKEEG,2023-06-11,Slow Internet,Low,Open,102,Aman Singh,
TKT004529,2718-GAXQD,2020-06-05,Slow Internet,Medium,Resolved,27,Neha Gupta,2.0
TKT004530,2718-GAXQD,2025-06-02,Router Problem,High,Resolved,23,Karan Mehta,3.0
TKT004531,2718-GAXQD,2025-08-14,Movie Streaming Issue,High,Resolved,16,Rohit Kumar,4.0
TKT004532,2718-GAXQD,2020-03-27,WiFi Connectivity,High,Resolved,24,Karan Mehta,4.0
TKT004533,2718-GAXQD,2021-09-11,Payment Issue,Medium,Resolved,41,Simran Kaur,3.0
TKT004534,6413-XKKPU,2024-05-19,Phone Service Issue,High,In Progress,30,Vikas Yadav,
TKT004535,6413-XKKPU,2023-10-19,Technical Support,Low,Resolved,82,Neha Gupta,4.0
TKT004536,1449-XQEMT,2024-10-16,Payment Issue,High,Resolved,28,Rohit Kumar,3.0
TKT004537,1449-XQEMT,2025-07-06,Billing Issue,Medium,In Progress,38,Simran Kaur,
TKT004538,1449-XQEMT,2020-12-09,Payment Issue,Low,Resolved,49,Aman Singh,1.0
TKT004539,1449-XQEMT,2025-03-24,Phone Service Issue,Low,Closed,60,Priya Verma,1.0
TKT004540,2626-URJFX,2021-05-12,Slow Internet,Medium,Open,68,Neha Gupta,
TKT004541,2626-URJFX,2022-10-19,Payment Issue,High,Closed,26,Arjun Patel,2.0
TKT004542,2612-RRIDN,2022-02-02,Account Login,Medium,Resolved,30,Arjun Patel,3.0
TKT004543,2612-RRIDN,2021-03-17,Billing Issue,High,In Progress,39,Vikas Yadav,
TKT004544,2612-RRIDN,2024-12-20,Movie Streaming Issue,High,Resolved,34,Simran Kaur,2.0
TKT004545,2612-RRIDN,2022-10-06,Technical Support,High,Closed,39,Anjali Jain,1.0
TKT004546,2612-RRIDN,2025-12-21,Phone Service Issue,Low,Resolved,84,Aman Singh,3.0
TKT004547,4735-ASGMA,2020-09-15,Payment Issue,Low,Resolved,71,Simran Kaur,1.0
TKT004548,4735-ASGMA,2025-01-06,Movie Streaming Issue,High,Resolved,15,Anjali Jain,4.0
TKT004549,4735-ASGMA,2023-01-12,Billing Issue,Medium,Closed,24,Arjun Patel,3.0
TKT004550,4735-ASGMA,2022-09-11,Phone Service Issue,High,Closed,32,Simran Kaur,3.0
TKT004551,3669-LVWZB,2024-04-03,WiFi Connectivity,High,Resolved,13,Neha Gupta,2.0
TKT004552,3669-LVWZB,2021-03-03,Technical Support,High,Closed,40,Neha Gupta,4.0
TKT004553,6892-EZDTG,2024-01-12,Billing Issue,Medium,Resolved,30,Simran Kaur,1.0
TKT004554,6892-EZDTG,2022-06-11,TV Streaming Issue,High,Closed,37,Anjali Jain,3.0
TKT004555,6892-EZDTG,2020-09-01,TV Streaming Issue,High,Resolved,27,Karan Mehta,3.0
TKT004556,6892-EZDTG,2021-09-03,Movie Streaming Issue,High,Resolved,42,Vikas Yadav,1.0
TKT004557,6892-EZDTG,2025-12-09,Payment Issue,Low,Resolved,102,Karan Mehta,2.0
TKT004558,9725-SCPZG,2021-06-02,Router Problem,High,Resolved,22,Rohit Kumar,3.0
TKT004559,9725-SCPZG,2023-11-07,Slow Internet,High,Closed,44,Simran Kaur,3.0
TKT004560,9725-SCPZG,2020-12-24,Technical Support,Low,Resolved,53,Arjun Patel,4.0
TKT004561,9725-SCPZG,2021-08-05,Payment Issue,High,In Progress,17,Neha Gupta,
TKT004562,9725-SCPZG,2021-07-11,Account Login,Medium,Resolved,38,Vikas Yadav,2.0
TKT004563,5884-GCYMI,2022-05-13,Technical Support,Low,Open,65,Simran Kaur,
TKT004564,5884-GCYMI,2022-01-14,Payment Issue,Low,Resolved,59,Karan Mehta,4.0
TKT004565,5884-GCYMI,2025-04-20,TV Streaming Issue,High,Resolved,14,Anjali Jain,1.0
TKT004566,3217-FZDMN,2025-10-04,Movie Streaming Issue,High,Resolved,28,Anjali Jain,1.0
TKT004567,3217-FZDMN,2025-08-20,Billing Issue,Medium,Resolved,63,Aman Singh,4.0
TKT004568,3217-FZDMN,2025-08-03,Payment Issue,High,Resolved,48,Priya Verma,3.0
TKT004569,3217-FZDMN,2023-04-19,Movie Streaming Issue,High,Resolved,48,Arjun Patel,1.0
TKT004570,7853-GVUDZ,2023-04-05,Billing Issue,High,Resolved,33,Arjun Patel,2.0
TKT004571,7853-GVUDZ,2025-01-17,Payment Issue,High,In Progress,32,Aman Singh,
TKT004572,7480-QNVZJ,2020-01-21,Billing Issue,Medium,Open,54,Vikas Yadav,
TKT004573,7480-QNVZJ,2025-05-05,WiFi Connectivity,Low,Closed,88,Rahul Sharma,2.0
TKT004574,3943-KDREE,2025-08-04,Phone Service Issue,Medium,Resolved,64,Simran Kaur,3.0
TKT004575,3943-KDREE,2023-12-05,Payment Issue,Low,Closed,113,Priya Verma,4.0
TKT004576,3943-KDREE,2020-07-21,Router Problem,Medium,Resolved,72,Priya Verma,2.0
TKT004577,3943-KDREE,2024-02-22,Router Problem,High,Open,41,Neha Gupta,
TKT004578,3943-KDREE,2020-06-08,Phone Service Issue,High,Resolved,33,Vikas Yadav,3.0
TKT004579,9239-ZBZZV,2021-08-11,WiFi Connectivity,High,Resolved,48,Priya Verma,3.0
TKT004580,9239-ZBZZV,2024-08-15,Billing Issue,Medium,Open,31,Anjali Jain,
TKT004581,4398-HSCJH,2021-11-05,No Internet,High,Resolved,47,Karan Mehta,4.0
TKT004582,4398-HSCJH,2021-12-05,Phone Service Issue,Medium,In Progress,59,Arjun Patel,
TKT004583,4398-HSCJH,2021-09-21,No Internet,High,Resolved,23,Anjali Jain,2.0
TKT004584,4430-UZIPO,2023-02-28,Account Login,Low,Resolved,102,Simran Kaur,3.0
TKT004585,4430-UZIPO,2024-03-19,TV Streaming Issue,High,Resolved,13,Vikas Yadav,1.0
TKT004586,4430-UZIPO,2020-06-02,Movie Streaming Issue,High,Resolved,19,Aman Singh,3.0
TKT004587,4855-SNKMY,2020-08-20,Technical Support,High,Resolved,39,Neha Gupta,2.0
TKT004588,4855-SNKMY,2020-08-16,TV Streaming Issue,Medium,Resolved,68,Priya Verma,4.0
TKT004589,4855-SNKMY,2023-12-04,Billing Issue,Medium,Resolved,69,Karan Mehta,4.0
TKT004590,4855-SNKMY,2024-12-28,Phone Service Issue,High,Closed,29,Priya Verma,1.0
TKT004591,8008-HAWED,2020-05-19,Phone Service Issue,High,Resolved,37,Rahul Sharma,1.0
