CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,total_logins,avg_session_minutes,successful_logins,total_transactions,total_amount,avg_transaction,total_internet_usage,avg_download_speed,avg_upload_speed,total_call_minutes,total_sms,total_streaming_hours,support_ticket_count,avg_resolution_time,avg_customer_rating,complaint_count,avg_resolution_days,total_campaigns,emails_opened,emails_clicked,conversions,total_offers,offers_accepted,total_offer_value
8167-GJLRN,1,United States,California,La Crescenta,91214,"34.239636, -118.245259",34.239636,-118.245259,Male,No,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,No,0,55,3108,,31,48.354838709677416,29,3,98.49000000000001,32.830000000000005,523.5,60.43,32.32333333333333,0,0,0.0,1.0,89.0,4.0,0.0,0.0,6,4,0,0,1.0,1.0,0.0
0956-SYCWG,1,United States,California,Agoura Hills,91301,"34.129058, -118.759788",34.129058,-118.759788,Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,No,0,49,2024,,98,50.316326530612244,97,13,284.75,21.903846153846153,0.0,0.0,0.0,17562,4965,0.0,1.0,22.0,0.0,1.0,5.0,5,5,1,1,0.0,0.0,0.0
8017-UVSZU,1,United States,California,Calabasas,91302,"34.130861, -118.68346",34.130861,-118.68346,Female,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,0,72,3359,,59,48.186440677966104,58,40,2504.63,62.615750000000006,7913.53,52.019000000000005,22.80275,50349,16167,0.0,3.0,45.666666666666664,3.3333333333333335,1.0,15.0,7,6,1,1,0.0,0.0,0.0
7100-FQPRV,1,United States,California,Canoga Park,91303,"34.19829, -118.602203",34.19829,-118.602203,Male,No,Yes,No,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No,0,23,4106,,95,53.642105263157895,94,43,3435.9,79.9046511627907,8847.02,51.700930232558136,23.676279069767443,55530,15951,5842.82,2.0,86.5,4.5,0.0,0.0,7,5,1,0,0.0,0.0,0.0
2984-RGEYA,1,United States,California,Winnetka,91306,"34.209532, -118.577563",34.209532,-118.577563,Female,No,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,No,0,72,5325,,72,50.59722222222222,70,69,1505.94,21.82521739130435,0.0,0.0,0.0,85763,25277,0.0,1.0,29.0,3.0,0.0,0.0,4,3,0,0,1.0,1.0,0.0
9680-NIAUV,1,United States,California,West Hills,91307,"34.199787, -118.68493",34.199787,-118.68493,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,No,0,74,5945,,129,48.263565891472865,126,72,8662.24,120.30888888888889,37384.35,352.7473611111111,147.58847222222224,88417,30931,10693.16,2.0,52.0,4.5,0.0,0.0,6,3,1,1,1.0,0.0,0.0
2146-EGVDT,1,United States,California,Chatsworth,91311,"34.294142, -118.603883",34.294142,-118.603883,Male,No,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,No,0,28,4149,,97,50.31958762886598,93,59,1261.39,21.37949152542373,0.0,0.0,0.0,83192,22066,0.0,0.0,0.0,0.0,1.0,11.0,7,5,1,1,0.0,0.0,0.0
2604-IJPDU,1,United States,California,Encino,91316,"34.150354, -118.518292",34.150354,-118.518292,Female,No,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No,0,36,4382,,82,52.6219512195122,80,20,2143.46,107.173,10809.99,347.3685,139.78,26889,8533,2085.07,2.0,36.0,4.0,1.0,9.0,5,4,1,0,0.0,0.0,0.0
9178-JHUVJ,1,United States,California,Newbury Park,91320,"34.172071, -118.946262",34.172071,-118.946262,Male,No,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,0,26,4634,,71,54.33802816901409,70,24,639.14,26.63083333333333,0.0,0.0,0.0,35267,10380,0.0,1.0,45.0,3.0,0.0,0.0,3,2,2,0,0.0,0.0,0.0
6168-YBYNP,1,United States,California,Newhall,91321,"34.370378, -118.504118",34.370378,-118.504118,Male,No,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,0,62,6047,,88,51.18181818181818,88,59,7223.179999999999,122.42677966101694,31466.41,375.87966101694917,145.4372881355932,75988,24491,7063.28,0.0,0.0,0.0,1.0,3.0,5,2,1,0,1.0,1.0,0.0
7255-SSFBC,1,United States,California,Northridge,91324,"34.238208, -118.55029",34.238208,-118.55029,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,0,55,4099,,102,52.568627450980394,99,72,8919.11,123.87652777777778,39039.41,361.1897222222222,152.01763888888888,91080,32244,9166.24,2.0,49.5,5.0,1.0,14.0,5,4,1,1,0.0,0.0,0.0
3645-DEYGF,1,United States,California,Northridge,91325,"34.236683, -118.517588",34.236683,-118.517588,Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,No,0,25,3358,,85,46.94117647058823,82,1,23.44,23.44,0.0,0.0,0.0,1269,76,0.0,0.0,0.0,0.0,1.0,8.0,6,6,2,1,1.0,1.0,2.08
9323-HGFWY,1,United States,California,Porter Ranch,91326,"34.281911, -118.556218",34.281911,-118.556218,Female,No,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,No,0,69,3795,,71,46.29577464788732,70,27,3078.35,114.01296296296296,14819.17,362.7151851851852,149.88703703703703,38709,10246,3478.34,1.0,44.0,0.0,0.0,0.0,4,3,3,0,1.0,1.0,10.19
8544-GOQSH,1,United States,California,Pacoima,91331,"34.255442, -118.421314",34.255442,-118.421314,Female,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,No,0,53,4400,,79,44.620253164556964,76,14,1218.35,87.02499999999999,6595.21,387.7078571428571,174.43785714285715,14637,5532,0.0,1.0,42.0,4.0,0.0,0.0,4,2,0,0,1.0,1.0,8.01
3363-DTIVD,1,United States,California,Reseda,91335,"34.200175, -118.540958",34.200175,-118.540958,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,No,0,63,5010,,99,50.535353535353536,97,71,8320.65,117.19225352112676,37240.99,370.55605633802816,172.32394366197184,93846,31196,9409.68,3.0,49.0,3.6666666666666665,2.0,6.0,4,2,1,0,0.0,0.0,0.0
7018-WBJNK,1,United States,California,San Fernando,91340,"34.286131, -118.435969",34.286131,-118.435969,Male,No,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,0,26,5566,,50,49.68,48,13,1154.08,88.77538461538461,6027.2,349.36538461538464,132.81846153846155,22417,5485,1937.64,1.0,60.0,0.0,2.0,8.5,3,2,1,0,0.0,0.0,0.0
9142-KZXOP,1,United States,California,Sylmar,91342,"34.321621, -118.399841",34.321621,-118.399841,Male,No,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,0,51,2053,,103,47.89320388349515,99,44,3378.39,76.78159090909091,21909.82,381.1365909090909,166.26250000000002,55652,17764,0.0,2.0,55.0,3.0,0.0,0.0,7,3,1,1,1.0,1.0,13.77
7674-YTAFD,1,United States,California,North Hills,91343,"34.238802, -118.482296",34.238802,-118.482296,Female,No,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,0,52,3118,,66,48.40909090909091,66,33,2885.32,87.4339393939394,18694.47,347.14181818181817,168.6181818181818,49494,13956,0.0,1.0,56.0,0.0,0.0,0.0,6,4,1,0,0.0,0.0,0.0
6348-SNFUS,1,United States,California,Granada Hills,91344,"34.291273, -118.505104",34.291273,-118.505104,Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,No,0,32,4556,,100,47.81,97,72,4364.49,60.617916666666666,14603.97,52.251805555555556,26.481944444444444,0,0,9407.91,0.0,0.0,0.0,0.0,0.0,8,6,2,0,0.0,0.0,0.0
1347-KTTTA,1,United States,California,Canyon Country,91351,"34.422519, -118.420717",34.422519,-118.420717,Male,No,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,No,0,58,6398,,71,47.0,67,64,7240.18,113.1278125,35504.44,370.57890625,172.82859375,85381,26125,9174.4,0.0,0.0,0.0,1.0,0.0,6,5,1,1,1.0,1.0,100.0
4195-NZGTA,1,United States,California,Valencia,91354,"34.457005, -118.573726",34.457005,-118.573726,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No,0,73,5858,,32,53.4375,31,1,26.0,26.0,179.34,70.39,25.65,0,0,0.0,3.0,45.333333333333336,4.0,1.0,13.0,4,2,0,0,0.0,0.0,0.0
7157-SMCFK,1,United States,California,Valencia,91355,"34.43987, -118.644609",34.43987,-118.644609,Male,No,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,No,0,76,5411,,72,47.041666666666664,71,61,1334.32,21.874098360655736,0.0,0.0,0.0,80891,24059,0.0,0.0,0.0,0.0,1.0,10.0,4,2,1,0,0.0,0.0,0.0
4709-LKHYG,1,United States,California,Tarzana,91356,"34.157137, -118.548511",34.157137,-118.548511,Female,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,No,0,34,3800,,93,47.946236559139784,92,29,641.4000000000001,22.117241379310347,0.0,0.0,0.0,35667,10146,0.0,1.0,71.0,0.0,0.0,0.0,4,3,0,0,0.0,0.0,0.0
2504-DSHIH,1,United States,California,Thousand Oaks,91360,"34.214054, -118.88109",34.214054,-118.88109,Male,Yes,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,No,0,38,5788,,60,54.266666666666666,59,23,2186.4,95.0608695652174,11854.24,348.5604347826087,167.9804347826087,34747,9025,3344.93,1.0,67.0,5.0,2.0,9.0,8,8,1,1,1.0,1.0,8.68
0699-NDKJM,1,United States,California,Westlake Village,91361,"34.130992, -118.894673",34.130992,-118.894673,Female,No,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,No,0,38,4115,,70,50.2,69,57,3675.06,64.47473684210526,12651.72,51.06368421052632,24.271578947368422,0,0,6957.93,2.0,37.5,4.5,0.0,0.0,7,3,1,0,1.0,1.0,0.0
9286-BHDQG,1,United States,California,Thousand Oaks,91362,"34.191842, -118.822796",34.191842,-118.822796,Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,No,0,22,5041,,92,52.141304347826086,91,72,3577.0,49.68055555555556,16434.01,45.58569444444444,24.26486111111111,0,0,0.0,0.0,0.0,0.0,1.0,12.0,3,3,1,1,0.0,0.0,0.0
0230-WEQUW,1,United States,California,Woodland Hills,91364,"34.153733, -118.593408",34.153733,-118.593408,Male,No,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No,0,77,5500,,102,51.26470588235294,99,66,4113.82,62.33060606060606,12781.87,51.17757575757575,24.34272727272727,0,0,9232.99,0.0,0.0,0.0,0.0,0.0,7,7,2,1,1.0,1.0,500.0
2040-LDIWQ,1,United States,California,Woodland Hills,91367,"34.178068, -118.615714",34.178068,-118.615714,Male,No,Yes,No,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,No,0,33,5256,,88,50.19318181818182,87,65,5999.51,92.30015384615385,14637.13,48.59661538461539,23.039384615384616,79100,23589,8613.97,2.0,52.0,5.0,1.0,0.0,3,2,1,0,1.0,1.0,16.84
6496-JDSSB,1,United States,California,Oak Park,91377,"34.19225, -118.776874",34.19225,-118.776874,Female,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,No,0,22,2165,,30,50.0,30,8,699.2,87.4,3874.79,384.81875,141.1125,11313,1923,1001.19,3.0,58.0,4.333333333333333,0.0,0.0,4,3,2,0,0.0,0.0,0.0
4443-EMBNA,1,United States,California,Castaic,91384,"34.506627, -118.699048",34.506627,-118.699048,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,No,0,51,4642,,77,51.98701298701299,76,71,1963.67,27.65732394366197,0.0,0.0,0.0,81379,28780,0.0,0.0,0.0,0.0,0.0,0.0,5,5,2,1,1.0,1.0,0.0
6469-MRVET,1,United States,California,Van Nuys,91401,"34.178483, -118.431791",34.178483,-118.431791,Male,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,20.2,No,0,21,4160,,49,47.53061224489796,47,1,21.82,21.82,0.0,0.0,0.0,1325,341,0.0,2.0,64.0,3.5,1.0,0.0,8,5,2,1,0.0,0.0,0.0
5961-VUSRV,1,United States,California,Sherman Oaks,91403,"34.147149, -118.463365",34.147149,-118.463365,Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,No,0,57,4451,,82,49.451219512195124,76,12,260.4,21.7,0.0,0.0,0.0,15284,5118,0.0,1.0,33.0,0.0,1.0,7.0,5,4,1,1,1.0,0.0,0.0
6778-JFCMK,1,United States,California,Van Nuys,91405,"34.202494, -118.448048",34.202494,-118.448048,Male,No,No,No,24,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,1288.75,No,0,32,4806,,64,53.953125,64,24,1334.37,55.598749999999995,5058.01,50.138749999999995,22.91333333333333,0,0,3803.79,1.0,18.0,3.0,0.0,0.0,4,4,1,1,1.0,1.0,15.18
6341-JVQGF,1,United States,California,Van Nuys,91406,"34.195685, -118.490752",34.195685,-118.490752,Female,No,Yes,No,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,2545.75,No,0,54,5643,,73,47.61643835616438,73,31,2798.1,90.26129032258065,6417.52,44.84967741935483,26.953548387096774,37432,13737,4468.48,1.0,48.0,4.0,1.0,7.0,4,1,0,0,1.0,1.0,0.0
4811-JBUVU,1,United States,California,Sherman Oaks,91423,"34.146957, -118.432138",34.146957,-118.432138,Male,No,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,No,0,33,3233,,90,47.5,90,30,2975.64,99.188,14666.55,380.16433333333333,164.29566666666668,31347,12341,4233.05,1.0,17.0,3.0,1.0,4.0,3,1,0,0,0.0,0.0,0.0
0945-TSONX,1,United States,California,Encino,91436,"34.152875, -118.486056",34.152875,-118.486056,Female,No,Yes,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,No,0,30,5698,,76,44.8421052631579,75,47,4397.99,93.57425531914893,10287.4,48.76191489361702,26.594468085106385,58365,20949,6065.41,2.0,29.0,4.0,1.0,9.0,3,2,0,0,0.0,0.0,0.0
2651-ZCBXV,1,United States,California,Burbank,91501,"34.188339, -118.300942",34.188339,-118.300942,Male,No,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.65,No,0,73,6370,,81,49.65432098765432,79,54,6476.76,119.94,26568.45,327.07314814814816,148.07814814814816,64940,24480,5847.49,0.0,0.0,0.0,1.0,5.0,6,4,1,1,0.0,0.0,0.0
3316-UWXUY,1,United States,California,Burbank,91502,"34.177267, -118.31003",34.177267,-118.31003,Male,No,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,No,0,70,6367,,79,43.64556962025316,77,50,5147.16,102.94319999999999,27996.23,358.3464,159.5026,64158,19802,6841.35,0.0,0.0,0.0,0.0,0.0,4,3,2,0,0.0,0.0,0.0
7083-MIOPC,1,United States,California,Burbank,91505,"34.174215, -118.345928",34.174215,-118.345928,Female,No,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1566.9,No,0,49,5733,,116,50.66379310344828,114,72,1598.32,22.198888888888888,0.0,0.0,0.0,87480,33477,0.0,1.0,28.0,3.0,1.0,0.0,7,6,2,0,1.0,1.0,0.0
1984-GPTEH,1,United States,California,Burbank,91506,"34.169706, -118.323548",34.169706,-118.323548,Female,No,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.15,702,No,0,46,5491,,77,45.688311688311686,77,29,796.54,27.466896551724137,0.0,0.0,0.0,39076,11803,0.0,0.0,0.0,0.0,1.0,0.0,4,4,1,1,1.0,1.0,0.0
0621-JFHOL,1,United States,California,North Hollywood,91602,"34.15136, -118.364786",34.15136,-118.364786,Female,No,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,299.05,No,0,62,3180,,47,54.297872340425535,47,10,331.54,33.154,1967.15,48.555,28.169,0,0,0.0,1.0,71.0,4.0,0.0,0.0,4,1,0,0,2.0,0.0,0.0
9903-LYSAB,1,United States,California,Studio City,91604,"34.139082, -118.39275",34.139082,-118.39275,Male,No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1305.95,No,0,73,4283,,96,47.458333333333336,94,18,1487.9099999999999,82.66166666666666,10762.52,360.4327777777778,125.205,20417,6881,0.0,2.0,44.5,0.0,1.0,8.0,3,2,1,0,0.0,0.0,0.0
9227-UAQFT,1,United States,California,North Hollywood,91606,"34.187599, -118.387125",34.187599,-118.387125,Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,284.35,No,0,53,4272,,55,49.49090909090909,55,16,355.01,22.188125,0.0,0.0,0.0,22937,6015,0.0,0.0,0.0,0.0,0.0,0.0,8,6,4,3,1.0,1.0,0.0
7301-ABVAD,1,United States,California,Valley Village,91607,"34.165783, -118.399795",34.165783,-118.399795,Female,No,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,6350.5,No,0,37,4530,,107,53.728971962616825,105,72,6959.32,96.65722222222222,15924.59,50.08305555555555,23.884583333333335,102181,28760,9953.78,2.0,47.0,4.0,1.0,4.0,8,4,3,1,0.0,0.0,0.0
6614-FHDBO,1,United States,California,Rancho Cucamonga,91701,"34.132275, -117.611478",34.132275,-117.611478,Male,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,No,0,26,4551,,123,50.94308943089431,120,72,8764.68,121.73166666666667,38424.6,347.41263888888886,163.2288888888889,79212,29697,9449.53,0.0,0.0,0.0,0.0,0.0,7,7,3,0,1.0,1.0,0.0
7576-ASEJU,1,United States,California,Azusa,91702,"34.174493, -117.87068",34.174493,-117.87068,Female,No,Yes,No,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.7,3187.65,No,0,56,5246,,124,52.645161290322584,123,41,3419.96,83.41365853658537,8918.97,50.002195121951225,26.839024390243903,46968,16289,5560.32,1.0,99.0,3.0,1.0,2.0,6,3,1,0,1.0,0.0,0.0
9058-HRZSV,1,United States,California,Baldwin Park,91706,"34.098275, -117.967399",34.098275,-117.967399,Female,Yes,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.4,6126.15,No,0,7,5348,,113,50.65486725663717,108,65,6768.35,104.12846153846155,34233.94,356.1123076923077,149.2312307692308,90469,27688,10105.38,3.0,22.0,3.3333333333333335,1.0,0.0,3,1,0,0,1.0,1.0,28.32
4522-AKYLR,1,United States,California,Chino Hills,91709,"33.942895, -117.725644",33.942895,-117.725644,Female,Yes,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.8,731.3,No,0,7,5557,,84,50.892857142857146,83,13,796.74,61.28769230769231,3031.27,51.620769230769234,21.798461538461538,17562,4559,0.0,2.0,75.5,5.0,2.0,7.0,6,5,2,1,0.0,0.0,0.0
0221-WMXNQ,1,United States,California,Chino,91710,"33.990646, -117.663025",33.990646,-117.663025,Male,Yes,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,No,0,40,4033,,83,52.30120481927711,81,4,321.73,80.4325,1381.52,238.365,127.03999999999999,6261,1118,0.0,1.0,35.0,0.0,0.0,0.0,5,3,0,0,0.0,0.0,0.0
0303-UNCIP,1,United States,California,Claremont,91711,"34.127621, -117.717863",34.127621,-117.717863,Male,No,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,65.0,2531.8,No,0,57,5043,,100,51.93,99,41,2978.9500000000003,72.65731707317074,8156.79,49.3790243902439,25.588048780487803,54345,17897,6089.03,1.0,59.0,3.0,2.0,11.5,3,3,1,1,0.0,0.0,0.0
0959-WHOKV,1,United States,California,Covina,91724,"34.08111, -117.853935",34.08111,-117.853935,Male,No,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99.0,4298.45,No,0,46,2887,,120,52.25,118,42,4619.34,109.98428571428572,22562.94,393.00476190476195,166.4659523809524,63880,18444,6241.6,3.0,52.0,3.5,2.0,10.0,4,4,3,2,0.0,0.0,0.0
4075-JFPGR,1,United States,California,Rancho Cucamonga,91730,"34.10097, -117.57882",34.10097,-117.57882,Female,No,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,4619.55,No,0,68,5561,,93,48.1505376344086,90,51,5271.57,103.36411764705882,26464.63,373.29431372549016,148.84529411764706,69037,19328,6979.6,1.0,38.0,5.0,1.0,13.0,4,2,1,1,1.0,0.0,0.0
3282-ZISZV,1,United States,California,South El Monte,91733,"34.04622, -118.053753",34.04622,-118.053753,Male,No,No,No,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.7,2633.3,No,0,71,3945,,61,52.26229508196721,60,32,2964.01,92.6253125,6365.55,45.706875,25.069375,41410,14400,4336.29,0.0,0.0,0.0,1.0,13.0,3,2,0,0,0.0,0.0,0.0
3675-YDUPJ,1,United States,California,Rancho Cucamonga,91737,"34.245289, -117.642503",34.245289,-117.642503,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,193.05,No,0,58,3768,,63,50.55555555555556,63,10,219.3,21.93,0.0,0.0,0.0,11683,3675,0.0,0.0,0.0,0.0,1.0,3.0,5,3,0,0,1.0,1.0,0.0
4111-BNXIF,1,United States,California,Rancho Cucamonga,91739,"34.133809, -117.523724",34.133809,-117.523724,Female,No,Yes,No,67,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.55,4103.9,No,0,56,4478,,74,50.2972972972973,73,67,4419.2,65.95820895522388,14345.99,49.063283582089554,26.65313432835821,0,0,8370.41,2.0,20.0,4.0,0.0,0.0,3,2,0,0,0.0,0.0,0.0
7017-VFHAY,1,United States,California,Glendora,91740,"34.119363, -117.855059",34.119363,-117.855059,Female,No,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.1,7008.15,No,0,38,6090,,75,51.10666666666667,75,61,7882.219999999999,129.2167213114754,32694.23,367.4093442622951,158.5095081967213,78155,26345,7564.71,1.0,67.0,3.0,1.0,10.0,7,2,0,0,1.0,1.0,11.51
6655-LHBYW,1,United States,California,Glendora,91741,"34.14649, -117.849815",34.14649,-117.849815,Male,No,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.35,5791.1,No,0,33,5068,,98,47.62244897959184,94,50,6237.58,124.7516,26783.44,364.30379999999997,155.45780000000002,62492,21016,6027.59,1.0,48.0,4.0,1.0,3.0,5,5,1,0,1.0,1.0,22.87
5046-NUHWD,1,United States,California,Hacienda Heights,91745,"33.998471, -117.973758",33.998471,-117.973758,Female,Yes,Yes,No,29,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.0,1228.65,No,0,50,3094,,84,50.035714285714285,82,29,1436.4,49.53103448275862,6289.97,50.00344827586206,26.21034482758621,0,0,4092.84,2.0,71.5,4.5,0.0,0.0,5,3,1,0,1.0,1.0,13.5
7529-ZDFXI,1,United States,California,La Verne,91750,"34.144703, -117.770299",34.144703,-117.770299,Male,Yes,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,No,0,36,4429,,103,50.116504854368934,101,57,5719.74,100.34631578947368,30270.75,377.0882456140351,161.52140350877193,73365,25675,6850.41,3.0,34.333333333333336,4.666666666666667,0.0,0.0,4,3,1,1,0.0,0.0,0.0
7605-BDWDC,1,United States,California,Mira Loma,91752,"33.999992, -117.535395",33.999992,-117.535395,Female,No,No,No,31,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,1520.1,No,0,67,2539,,89,50.51685393258427,89,31,1728.68,55.76387096774194,7505.9800000000005,54.7058064516129,24.281290322580645,0,0,4397.28,1.0,89.0,3.0,0.0,0.0,5,3,1,0,1.0,1.0,0.0
1950-KSVVJ,1,United States,California,Monterey Park,91754,"34.050322, -118.147037",34.050322,-118.147037,Female,No,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.3,5032.25,No,0,61,4885,,87,50.49425287356322,86,45,5562.72,123.616,23534.86,342.56533333333334,166.9922222222222,53118,19312,6041.06,0.0,0.0,0.0,0.0,0.0,5,3,1,0,0.0,0.0,0.0
