Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Score,CLTV,total_logins,avg_session_minutes,successful_logins,total_transactions,total_amount,avg_transaction,total_internet_usage,avg_download_speed,avg_upload_speed,total_call_minutes,total_sms,total_streaming_hours,support_ticket_count,avg_resolution_time,avg_customer_rating,complaint_count,avg_resolution_days,total_campaigns,emails_opened,emails_clicked,conversions,total_offers,offers_accepted,total_offer_value
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,1,70.05,266.9,1,89,3600,13,12.76923076923077,13,4,292.11,73.0275,1796.0,459.2675,143.035,4395,1458,0.0,2.0,79.5,1.0,2.0,0.0,3,1,1,0,3.0,1.0,0.0
1,0,1,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.65,301.4,1,87,4013,18,9.72222222222222,14,4,344.9,86.225,2033.37,429.735,111.0125,4706,1626,0.0,5.0,38.6,3.25,1.0,5.0,4,1,0,0,2.0,1.0,22.39
1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,3,50.4,206.6,1,92,4399,11,8.0,8,4,227.8,56.95,538.25,40.8225,25.935,4500,2324,0.0,5.0,47.0,2.5,1.0,3.0,2,2,2,0,3.0,2.0,115.12
0,0,0,0,7,1,2,1,2,0,0,0,0,0,0,1,3,79.65,604.7,1,81,4513,20,12.2,16,7,622.09,88.87,3747.49,320.7885714285714,153.12000000000003,11897,3551,0.0,4.0,39.25,2.75,1.0,0.0,3,3,1,1,2.0,1.0,7.97
1,1,0,0,19,1,2,1,0,0,2,0,0,0,0,1,2,79.85,1471.75,1,65,3715,23,10.956521739130435,21,19,1690.35,88.96578947368421,8972.32,361.9963157894737,152.58368421052631,32510,8151,0.0,4.0,45.5,1.3333333333333333,1.0,3.0,3,1,1,1,3.0,1.0,31.93
1,0,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,78.75,412.1,1,72,3401,10,13.1,8,5,448.85,89.77000000000001,2290.4700000000003,337.778,227.22600000000003,5858,1881,0.0,4.0,51.75,3.0,1.0,6.0,2,0,0,0,3.0,0.0,15.75
1,1,1,0,8,1,0,1,0,0,0,0,2,0,0,1,1,80.45,583.45,1,100,3443,12,11.833333333333334,11,8,695.09,86.88625,3664.6,430.4275,152.38625,10971,2676,712.5600000000001,4.0,47.75,2.0,2.0,13.0,3,1,0,0,3.0,0.0,116.09
0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,3,50.1,50.1,1,90,4778,20,11.85,17,1,56.62,56.62,331.81,34.31,32.52,617,651,0.0,2.0,25.5,2.0,2.0,14.0,4,2,0,0,1.0,1.0,15.03
1,0,1,0,2,1,0,1,0,0,2,0,0,0,0,0,2,76.4,151.8,1,71,4340,20,13.6,17,2,161.2,80.6,1392.49,396.675,130.85500000000002,3450,1311,0.0,3.0,48.66666666666666,1.5,2.0,7.5,4,0,0,0,3.0,3.0,22.92
1,0,0,0,3,1,0,1,0,0,2,2,2,2,0,1,2,98.7,293.65,1,72,3916,24,10.083333333333334,21,3,324.74,108.24666666666668,1818.38,412.77333333333337,139.96333333333334,3072,1376,452.15,5.0,33.2,3.0,1.0,14.0,4,0,0,0,3.0,0.0,509.87
0,1,0,0,13,1,2,1,2,0,0,0,2,2,0,1,2,100.8,1308.1,1,65,3269,44,11.409090909090908,40,13,1430.3,110.02307692307691,7031.97,374.856923076923,156.73999999999998,11348,5741,1826.13,5.0,30.2,1.75,1.0,6.0,4,1,1,1,3.0,0.0,30.24
0,0,1,0,28,1,0,1,0,0,0,0,2,2,1,1,0,90.1,2598.95,1,99,5958,43,11.976744186046512,37,28,2814.8,100.52857142857142,14311.25,346.99642857142857,152.39142857142858,33660,11292,3223.58,2.0,23.5,4.0,1.0,0.0,4,3,0,0,1.0,0.0,0.0
1,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,2,51.55,765.5,1,66,2087,27,11.962962962962964,21,15,853.13,56.87533333333333,2967.82,43.45399999999999,27.500666666666667,20525,6937,0.0,5.0,52.8,3.0,2.0,6.5,2,1,0,0,1.0,1.0,10.31
1,1,0,0,10,1,0,1,0,0,0,0,0,2,0,1,2,79.25,793.55,1,87,3856,6,12.166666666666666,6,10,903.41,90.341,5316.57,469.326,162.502,13163,4986,1236.32,4.0,58.25,3.0,3.0,4.0,2,1,0,0,3.0,1.0,515.85
1,0,0,0,5,1,2,1,0,0,0,0,2,2,0,1,0,94.85,462.8,1,69,5701,20,11.85,16,5,512.1800000000001,102.436,2995.6,395.596,167.32999999999998,5875,2153,472.2,5.0,36.2,2.25,3.0,13.333333333333334,3,0,0,0,3.0,1.0,228.45
0,0,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,85.7,169.8,1,95,2187,24,13.333333333333334,21,2,185.11,92.555,1027.87,341.64,142.79,2326,892,142.55,5.0,47.8,2.8,2.0,6.5,5,1,0,0,2.0,2.0,25.71
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.4,44.4,1,76,3204,9,10.666666666666666,7,1,47.95,47.95,130.23,37.44,37.19,1577,459,0.0,5.0,55.4,2.5,1.0,11.0,5,2,1,1,2.0,0.0,4.44
1,1,0,0,5,1,0,1,0,0,0,0,2,2,0,1,2,89.5,477.7,1,66,2718,7,9.285714285714286,7,5,492.25,98.45,2139.62,287.268,157.81,4255,2529,678.77,5.0,32.6,2.2,3.0,11.0,3,0,0,0,2.0,1.0,0.0
1,1,1,0,1,1,2,1,0,0,0,0,2,0,0,1,2,86.05,86.05,1,96,4843,10,11.4,8,1,88.63,88.63,727.65,282.53,192.81,1098,537,212.28,3.0,38.0,3.0,3.0,0.0,3,0,0,0,1.0,1.0,8.61
1,0,0,0,4,0,1,0,0,0,0,0,2,2,0,1,2,44.55,174.3,1,66,5605,22,12.772727272727272,20,4,196.91,49.2275,1176.38,40.1675,21.2975,0,0,493.75,5.0,60.8,1.3333333333333333,2.0,7.5,4,1,1,0,2.0,1.0,0.0
1,0,1,1,31,0,1,0,2,0,0,2,0,0,0,0,0,35.4,1077.5,1,77,2067,21,9.428571428571429,21,31,1224.07,39.48612903225806,7040.68,47.10935483870968,26.7758064516129,0,0,0.0,3.0,48.333333333333336,1.6666666666666667,2.0,0.0,4,2,1,0,1.0,0.0,0.0
0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,0,3,95.65,95.65,1,87,3473,27,11.444444444444445,26,1,112.87,112.87,681.58,213.46,133.37,441,502,113.85,5.0,38.8,2.25,1.0,0.0,5,1,1,0,3.0,1.0,119.14
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.95,20.95,1,70,4285,9,10.0,7,1,23.67,23.67,0.0,0.0,0.0,1964,480,0.0,5.0,54.2,2.25,1.0,5.0,2,2,1,0,3.0,2.0,0.0
0,1,0,0,10,0,1,0,0,0,0,0,0,2,0,1,2,34.7,329.8,1,92,3244,21,12.904761904761903,18,10,388.65,38.865,1811.54,60.816,24.384,0,0,1316.78,4.0,53.25,2.75,1.0,0.0,3,2,1,0,1.0,0.0,6.94
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,0,19.75,297.3,1,69,2428,22,10.636363636363637,18,15,325.79,21.71933333333333,0.0,0.0,0.0,18077,4987,0.0,2.0,43.0,3.0,2.0,11.0,2,0,0,0,1.0,1.0,1.98
1,0,1,0,17,1,2,1,0,0,0,0,2,2,0,1,2,92.55,1515.1,1,99,5775,36,11.72222222222222,31,17,1726.98,101.58705882352942,9732.81,434.6117647058823,164.44529411764708,23687,6068,2085.25,3.0,60.66666666666666,3.0,3.0,7.0,3,2,1,1,1.0,1.0,0.0
1,1,1,0,53,1,2,0,2,0,0,2,0,0,1,1,2,60.05,3229.65,1,77,5271,46,11.304347826086955,34,53,3482.43,65.70622641509433,11185.45,51.73981132075472,25.451509433962265,61170,21822,0.0,5.0,68.0,3.0,2.0,5.0,2,2,0,0,2.0,1.0,12.01
1,1,1,0,16,1,0,1,0,2,0,0,0,0,0,1,1,74.3,1178.25,1,81,2076,31,10.548387096774194,24,16,1347.03,84.189375,8681.44,351.80875,177.274375,23954,5044,0.0,5.0,35.6,2.333333333333333,2.0,8.0,5,4,1,0,1.0,1.0,500.0
1,0,0,0,9,1,2,1,0,0,0,0,2,0,0,1,2,85.35,758.6,1,89,2752,23,10.434782608695652,19,9,876.51,97.39,4108.01,353.5888888888889,169.23555555555558,9953,3424,1023.52,5.0,40.8,2.25,2.0,5.0,3,1,1,0,3.0,0.0,117.07
0,0,0,0,25,1,0,0,2,2,2,2,2,0,1,0,3,74.3,1863.8,1,85,5175,25,12.96,21,25,2065.49,82.61959999999999,5007.4,48.3328,25.4204,35575,10706,3392.13,5.0,48.8,2.25,1.0,10.0,5,2,1,0,2.0,1.0,29.72
0,0,0,0,4,1,0,1,0,0,2,2,2,2,0,1,0,98.1,396.3,1,87,2895,31,10.548387096774194,26,4,453.22,113.305,1605.4,289.5425,133.08499999999998,4316,1099,647.52,5.0,70.6,2.0,1.0,12.0,4,3,2,1,1.0,0.0,0.0
0,0,0,0,50,1,2,1,2,2,0,2,2,2,2,1,2,109.65,5551.15,1,84,5855,38,10.763157894736842,33,50,6069.37,121.3874,26298.67,342.2062,146.5482,60655,21636,6944.69,2.0,51.5,4.0,3.0,7.333333333333333,3,0,0,0,3.0,1.0,500.0
0,1,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,74.55,622.9,1,69,3145,18,10.88888888888889,14,9,735.8100000000001,81.75666666666667,4496.68,336.7255555555555,138.10000000000002,11841,3713,0.0,3.0,47.0,2.0,2.0,10.0,3,0,0,0,2.0,2.0,14.91
1,0,0,0,3,1,2,1,0,0,2,0,2,2,0,1,2,100.95,329.95,1,81,5351,38,11.289473684210526,34,3,322.03,107.34333333333332,1578.14,410.3633333333333,163.77333333333334,3705,299,399.55,5.0,26.6,2.5,1.0,3.0,5,2,1,0,2.0,1.0,10.1
1,0,0,0,10,1,0,1,0,0,2,0,2,2,0,1,2,94.9,1048.85,1,83,2832,29,10.379310344827584,24,10,1062.85,106.285,5406.72,386.8970000000001,169.90900000000002,10948,5038,1141.8,3.0,41.0,2.0,2.0,5.0,3,1,1,0,1.0,1.0,0.0
1,1,1,0,32,1,2,1,0,0,2,2,2,2,0,1,2,104.9,3351.55,1,79,3966,36,12.13888888888889,33,32,3751.13,117.2228125,17183.47,392.10125,133.7903125,47539,13221,4670.99,4.0,31.25,2.75,3.0,6.5,2,1,0,0,3.0,1.0,31.47
1,0,1,0,9,0,1,0,0,0,0,0,0,0,1,0,0,24.1,259.8,1,82,3195,17,11.176470588235292,15,9,241.49,26.832222222222224,1764.51,37.98555555555556,27.60666666666667,0,0,0.0,5.0,35.2,1.3333333333333333,1.0,14.0,2,1,0,0,3.0,1.0,107.23
1,0,1,0,66,1,2,1,0,2,0,2,2,2,1,1,2,104.05,6890,1,95,5504,65,11.307692307692308,56,66,7619.72,115.45030303030305,35567.97,380.2204545454545,152.56651515151515,86380,28324,9292.96,3.0,25.0,2.6666666666666665,3.0,10.0,4,2,1,0,1.0,0.0,0.0
1,0,0,0,3,1,0,1,0,0,2,2,2,0,0,1,3,88.35,262.05,1,93,5202,25,11.84,19,3,295.08,98.36,2156.8,385.8133333333333,182.38,4818,796,470.99,5.0,38.4,3.0,3.0,7.0,4,4,0,0,3.0,1.0,500.0
1,0,1,0,29,1,0,1,2,0,0,0,2,2,0,0,1,94.65,2649.15,1,70,5150,42,10.642857142857142,37,29,3021.35,104.18448275862067,15484.15,338.03862068965515,167.1006896551724,33713,11340,3928.09,2.0,32.5,2.0,2.0,8.0,4,1,0,0,1.0,0.0,28.39
1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4,74.4,1,91,5429,10,10.4,9,1,84.07,84.07,327.26,211.07,131.76,473,412,0.0,2.0,27.5,3.0,1.0,15.0,4,2,0,0,2.0,1.0,14.88
0,0,1,1,41,1,2,0,2,2,2,2,0,2,0,0,1,79.9,3326.2,1,84,4734,34,10.411764705882351,28,41,3625.78,88.43365853658537,8976.33,49.47926829268293,24.89243902439025,52803,16365,6049.12,4.0,50.25,2.0,3.0,9.5,3,0,0,0,1.0,0.0,15.98
1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,2,69.7,560.85,1,88,3068,15,9.933333333333334,12,8,616.1700000000001,77.02125000000001,4990.79,388.77,136.43125,10730,3789,0.0,5.0,33.6,3.333333333333333,2.0,8.5,5,2,1,0,2.0,2.0,13.94
0,1,1,0,12,1,2,1,0,2,2,0,2,0,0,1,2,98.1,1060.2,1,97,2709,38,11.263157894736842,31,12,1300.82,108.40166666666666,5929.280000000001,383.6408333333333,136.10833333333332,12862,4554,1633.35,5.0,46.8,2.6666666666666665,3.0,6.5,2,1,1,1,2.0,1.0,600.0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,20.5,1,76,3820,12,10.5,11,1,24.19,24.19,0.0,0.0,0.0,288,405,0.0,5.0,46.6,2.0,1.0,14.0,4,3,0,0,3.0,1.0,700.0
0,1,1,0,4,1,2,1,2,0,0,0,2,2,0,1,2,99.6,347.65,1,77,4708,25,11.08,21,4,440.24,110.06,2012.4,178.1125,94.3325,5431,1484,424.25,2.0,40.0,2.0,2.0,6.0,4,2,1,1,1.0,0.0,0.0
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,81.95,81.95,1,85,5622,24,11.125,21,1,88.5,88.5,666.59,258.31,136.37,2091,691,224.94,2.0,20.0,3.0,3.0,6.666666666666667,4,3,0,0,1.0,0.0,0.0
1,0,1,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.35,451.1,1,82,4292,20,10.55,17,7,531.21,75.88714285714286,2947.46,403.77,171.07142857142858,10313,2747,0.0,2.0,19.5,3.0,1.0,6.0,4,0,0,0,2.0,0.0,0.0
0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,91.1,455.3,1,68,2266,30,10.233333333333333,27,6,622.24,103.70666666666666,2833.69,259.1683333333333,150.42166666666665,8615,2393,1036.24,3.0,54.66666666666666,3.5,2.0,10.0,3,3,0,0,3.0,1.0,600.0
1,0,1,0,14,1,2,1,0,0,0,0,2,0,0,1,2,86.1,1235.55,1,89,2177,24,10.041666666666666,22,14,1306.2,93.3,7989.19,344.87071428571426,164.24571428571429,18663,5195,1733.7,3.0,57.0,2.6666666666666665,2.0,13.0,4,2,1,0,1.0,1.0,0.0
1,0,0,0,25,1,2,1,0,0,0,0,2,2,0,1,0,94.7,2362.1,1,82,5641,43,11.488372093023257,36,25,2604.28,104.1712,12594.23,348.9812,176.34040000000002,31927,10855,4029.79,5.0,55.0,2.25,2.0,2.0,3,1,0,0,3.0,1.0,109.47
1,0,1,0,22,1,2,1,0,0,0,0,0,2,0,1,2,85.1,1873.7,1,68,5248,23,12.521739130434783,20,22,2060.32,93.6509090909091,12156.91,319.9786363636363,147.8359090909091,35897,9569,2755.73,2.0,30.5,2.0,3.0,2.0,4,0,0,0,3.0,3.0,0.0
0,0,1,0,61,1,2,1,0,2,0,0,2,2,0,1,2,99.15,6010.05,1,77,5612,48,10.229166666666666,40,61,6671.06,109.3616393442623,31806.68,314.47262295081964,138.20081967213116,88953,27527,7951.86,5.0,44.4,3.4,3.0,7.666666666666667,4,2,0,0,3.0,2.0,9.92
1,1,1,0,70,1,2,1,0,2,2,0,2,2,0,1,2,102.95,7101.5,1,99,5005,63,11.714285714285714,56,70,7978.66,113.98085714285716,37219.06,351.54285714285714,153.90514285714286,83606,29174,8915.83,2.0,28.5,1.0,1.0,4.0,4,3,0,0,2.0,2.0,100.0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.05,45.05,1,73,2644,13,11.23076923076923,11,1,53.16,53.16,348.52,22.32,30.53,1706,467,0.0,5.0,41.8,1.75,3.0,1.5,2,0,0,0,1.0,0.0,9.01
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.0,71,1,72,5345,10,9.6,8,1,80.23,80.23,647.89,559.6,249.35,1969,663,0.0,2.0,32.5,3.5,3.0,12.0,3,2,0,0,2.0,0.0,14.2
0,1,1,0,47,1,0,1,0,0,0,0,0,0,0,0,0,70.55,3309.25,1,82,4457,41,11.878048780487806,36,47,3676.46,78.22255319148937,25127.45,389.98829787234047,145.05574468085106,59753,17050,0.0,2.0,26.5,3.0,2.0,3.0,5,1,0,0,3.0,3.0,600.0
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,79.7,79.7,1,75,2066,6,8.0,6,1,94.05,94.05,776.33,495.75,86.53,1308,477,155.78,4.0,44.5,2.333333333333333,2.0,12.5,4,0,0,0,2.0,0.0,500.0
1,0,0,0,22,1,2,0,2,2,0,0,0,0,0,0,2,59.0,1254.7,1,77,2195,43,9.13953488372093,39,22,1407.74,63.98818181818182,4948.52,50.50727272727273,24.553636363636368,22785,9533,0.0,4.0,40.5,2.5,2.0,6.5,2,2,1,1,1.0,1.0,0.0
0,0,0,0,48,1,0,0,2,0,2,2,0,0,1,1,1,60.35,2896.4,1,69,2681,55,11.181818181818182,45,48,3224.88,67.185,10476.28,49.456875,22.309375,65167,18474,0.0,4.0,44.5,4.0,2.0,14.0,3,1,0,0,1.0,0.0,6.04
0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,69.25,1,87,4568,21,10.952380952380953,20,1,81.71,81.71,488.48,298.02,80.27,2026,763,0.0,3.0,43.333333333333336,1.3333333333333333,1.0,0.0,2,0,0,0,2.0,1.0,100.0
1,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,3,70.95,1767.35,1,75,4881,24,10.375,18,25,1975.97,79.0388,14339.38,324.5852,164.33880000000002,27544,10637,0.0,5.0,60.0,2.5,3.0,7.0,4,2,1,0,3.0,1.0,1007.1
1,0,1,0,20,1,0,1,0,0,0,0,2,2,0,1,3,89.0,1820.45,1,78,4594,30,10.233333333333333,22,20,1984.7,99.235,9918.61,370.646,155.45,30405,9248,2565.88,2.0,77.0,3.0,2.0,6.0,2,0,0,0,3.0,2.0,8.9
1,0,1,0,18,1,2,1,2,0,0,0,2,2,0,1,2,99.4,1742.95,1,86,2421,40,10.925,32,18,1942.24,107.90222222222222,9984.55,357.12888888888887,167.33944444444444,20857,6491,2368.21,3.0,31.33333333333333,4.0,3.0,0.0,4,0,0,0,2.0,1.0,39.76
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,73.5,73.5,1,74,4378,21,9.666666666666666,16,1,75.7,75.7,592.03,162.86,102.44,999,422,0.0,4.0,30.5,3.333333333333333,1.0,5.0,5,4,1,0,2.0,1.0,0.0
1,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,95.5,829.1,1,90,5007,12,14.333333333333334,10,9,956.91,106.32333333333332,4666.81,385.8488888888889,164.95444444444445,10330,4354,1006.76,5.0,44.0,3.0,3.0,8.0,3,1,0,0,3.0,2.0,0.0
0,0,1,0,28,1,0,1,2,0,0,0,2,2,0,1,3,92.35,2602.9,1,71,2990,40,12.225,35,28,2866.5,102.375,14278.61,338.65642857142853,166.9775,33251,11119,3595.73,5.0,45.6,3.2,2.0,0.0,5,4,2,0,3.0,2.0,100.0
1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,1,2,74.55,824.75,1,81,4601,5,6.2,4,11,922.93,83.90272727272728,5846.46,362.82454545454544,146.23,20092,4930,0.0,5.0,67.2,3.5,2.0,6.0,3,2,1,1,3.0,0.0,37.27
1,1,0,0,12,1,0,1,0,2,2,2,0,0,0,1,3,83.8,1029.75,1,78,5565,7,12.428571428571429,6,12,1123.71,93.6425,5487.02,382.7458333333333,163.21166666666667,16660,4971,0.0,3.0,60.333333333333336,2.333333333333333,1.0,10.0,2,0,0,0,3.0,1.0,500.0
1,1,0,0,53,0,1,0,0,2,2,0,2,2,0,1,2,54.45,2854.55,1,65,6280,42,11.61904761904762,37,53,3157.44,59.57433962264151,12198.77,45.5977358490566,25.02245283018868,0,0,6502.89,4.0,46.5,2.5,1.0,10.0,5,3,0,0,2.0,0.0,0.0
1,1,1,0,41,1,2,1,0,0,2,0,2,2,0,1,2,99.8,4259.3,1,76,4726,49,10.551020408163266,40,41,4513.79,110.09243902439025,21880.25,366.67048780487806,143.84463414634146,52650,17719,5568.17,2.0,45.5,2.5,3.0,6.333333333333333,4,2,0,0,2.0,0.0,0.0
0,0,1,0,20,1,2,1,0,2,2,0,2,2,0,1,0,105.85,2239.65,1,84,4223,30,11.4,25,20,2302.14,115.107,9633.48,325.393,149.22,28421,6878,2890.19,2.0,30.5,2.0,3.0,14.0,3,1,0,0,2.0,0.0,531.75
0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,0,3,75.45,480.75,1,75,2872,5,11.8,5,7,585.49,83.64142857142858,3582.29,404.1042857142857,129.24285714285713,9041,2200,0.0,4.0,39.5,1.6666666666666667,3.0,6.666666666666667,5,4,1,0,3.0,3.0,515.09
1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,1,2,93.85,635.6,1,79,3506,26,12.384615384615383,20,7,718.88,102.69714285714284,3615.01,404.5328571428572,116.21,7675,2793,1124.91,4.0,54.25,3.0,3.0,11.0,2,1,0,0,1.0,0.0,0.0
1,0,0,0,22,1,2,1,2,0,0,0,2,2,0,1,2,100.75,2095,1,98,4152,41,10.682926829268292,36,22,2464.25,112.01136363636364,11589.74,421.6881818181818,148.25727272727272,28427,9829,2710.0,5.0,63.2,2.0,2.0,10.0,5,3,1,0,3.0,0.0,0.0
0,0,1,1,3,0,1,0,0,0,0,2,0,0,0,1,3,31.0,95.05,1,67,5122,11,10.636363636363637,9,3,101.99,33.99666666666666,691.39,48.2,31.55,0,0,0.0,5.0,35.0,2.6666666666666665,2.0,2.5,4,1,1,1,2.0,1.0,3.1
1,0,0,0,51,1,2,1,0,0,2,0,0,0,0,0,1,80.0,4242.35,1,91,4769,51,12.705882352941176,41,51,4538.400000000001,88.98823529411766,27613.2,339.5856862745098,150.64627450980393,57368,20737,0.0,3.0,35.666666666666664,3.333333333333333,2.0,7.0,3,1,1,0,3.0,3.0,0.0
1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,70.25,331.9,1,89,3684,20,12.25,17,5,393.36,78.672,2771.69,343.472,127.566,4218,2511,0.0,3.0,41.0,3.0,2.0,8.5,4,2,1,0,3.0,2.0,521.07
0,0,1,0,62,1,0,1,0,2,2,0,2,2,0,1,2,100.15,6283.3,1,93,4120,64,10.328125,53,62,6806.35,109.77983870967742,32090.77,357.8258064516129,147.16612903225806,87602,27859,8495.39,5.0,55.2,2.5,2.0,14.0,3,0,0,0,1.0,1.0,100.0
1,0,0,0,28,1,2,1,2,2,0,0,0,2,0,1,1,94.5,2659.4,1,80,5433,41,10.317073170731708,31,28,2937.99,104.92821428571428,15458.41,384.6264285714286,152.60785714285717,37331,9649,4045.95,5.0,49.2,2.0,2.0,3.5,4,1,0,0,3.0,0.0,56.7
1,0,0,0,10,0,1,0,0,0,0,0,0,2,0,1,3,33.9,298.45,1,84,2529,11,10.363636363636363,8,10,374.58,37.458,2076.57,53.169,21.587,0,0,1333.73,5.0,31.2,2.8,3.0,8.5,3,0,0,0,2.0,1.0,13.56
1,1,1,0,69,1,2,1,0,2,0,0,2,0,0,1,2,89.95,6143.15,1,82,6363,27,11.592592592592592,26,69,6882.99,99.75347826086956,33166.84,365.5976811594203,156.37347826086958,89495,25164,9471.74,4.0,29.25,2.75,1.0,0.0,4,4,1,0,1.0,0.0,0.0
1,0,0,0,12,1,2,1,0,0,0,0,2,0,0,1,2,84.45,1059.55,1,100,3330,5,8.0,4,12,1132.46,94.37166666666668,5638.26,325.195,161.06,14204,4672,1345.29,2.0,68.0,3.5,1.0,0.0,5,1,0,0,3.0,3.0,0.0
1,0,0,0,27,1,2,1,0,0,0,2,0,0,0,1,2,79.5,2180.55,1,100,2518,24,11.5,21,27,2341.98,86.74,14360.39,309.5422222222222,161.34555555555556,35066,8289,0.0,2.0,80.5,2.0,3.0,13.0,5,2,2,0,1.0,0.0,23.85
1,0,1,0,1,1,0,1,0,0,0,0,2,2,0,0,3,89.15,89.15,1,68,3123,16,8.5625,13,1,96.29,96.29,778.56,331.8,241.65,1331,678,205.75,5.0,58.6,2.0,3.0,7.666666666666667,3,1,0,0,2.0,2.0,0.0
1,1,0,0,14,1,2,1,0,0,0,0,0,0,0,1,2,74.95,1036.75,1,70,2075,23,12.565217391304348,20,14,1133.21,80.94357142857143,7716.62,408.9128571428572,175.80642857142857,18559,7391,0.0,2.0,15.0,3.0,1.0,13.0,3,1,1,1,2.0,0.0,7.5
0,1,0,0,32,1,0,1,0,2,0,0,0,0,0,1,2,74.4,2276.95,1,90,2091,35,11.914285714285716,25,32,2623.28,81.97749999999999,15610.26,349.8103125,173.3325,37358,10983,0.0,3.0,29.0,2.0,3.0,7.0,5,1,0,0,1.0,0.0,100.0
0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,1,2,55.3,196.15,1,96,3190,12,12.5,10,3,181.93,60.64333333333334,511.51,47.04666666666666,18.613333333333333,2786,1526,581.52,3.0,32.333333333333336,2.0,1.0,0.0,3,1,0,0,3.0,1.0,11.06
0,0,1,1,22,1,0,0,0,2,0,2,0,0,0,0,2,55.15,1206.05,1,79,5115,40,10.925,33,22,1365.59,62.072272727272725,5020.12,50.16090909090909,23.21136363636364,26000,7516,0.0,2.0,32.5,3.5,1.0,8.0,2,0,0,0,1.0,1.0,5.52
0,0,1,0,16,1,2,1,0,0,0,0,2,0,0,1,2,84.95,1378.25,1,67,3075,32,11.6875,31,16,1501.93,93.870625,7714.14,435.826875,159.165,19215,5788,2185.79,5.0,50.2,2.6666666666666665,1.0,0.0,3,2,1,0,2.0,1.0,500.0
1,0,0,0,5,0,1,0,2,2,2,2,0,0,0,1,3,43.25,219,1,67,5824,25,9.64,24,5,229.24,45.848,1206.54,48.79,21.906,0,0,0.0,4.0,50.5,2.333333333333333,3.0,4.0,2,1,0,0,1.0,0.0,100.0
1,0,1,0,23,1,2,0,0,0,0,0,0,0,1,1,1,48.35,1067.15,1,83,4580,29,10.89655172413793,26,23,1249.3,54.31739130434782,4139.66,50.41217391304348,26.67391304347826,27619,9695,0.0,5.0,40.8,2.6666666666666665,3.0,9.333333333333334,5,2,1,0,3.0,1.0,9.67
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.55,79.55,1,72,5593,19,10.31578947368421,18,1,93.87,93.87,630.33,517.83,95.75,1855,475,75.62,4.0,38.25,3.0,3.0,4.0,5,1,1,0,3.0,1.0,131.82
0,1,1,0,50,1,0,1,0,0,0,0,0,0,0,1,2,71.05,3444.85,1,94,5746,55,11.2,46,50,3950.38,79.0076,27003.86,349.084,145.8872,68180,23842,0.0,4.0,31.0,3.0,2.0,11.0,4,2,2,1,1.0,1.0,0.0
1,0,0,0,1,1,2,1,0,0,0,0,2,0,0,0,2,84.5,84.5,1,73,4340,18,11.166666666666666,13,1,95.49,95.49,746.94,402.91,142.95,201,562,141.35,3.0,34.0,2.0,3.0,13.0,5,1,0,0,2.0,0.0,108.45
1,0,1,0,71,1,2,1,0,2,2,2,2,2,2,1,1,108.6,7690.9,1,97,4982,55,10.61818181818182,44,71,8588.23,120.96098591549296,38436.95,355.63028169014086,151.61901408450706,101020,31175,9374.99,5.0,37.6,1.6666666666666667,1.0,6.0,3,3,0,0,2.0,2.0,0.0
