offer_id,customer_id,offer_date,offer_type,offer_value,accepted,response_date,customer_segment,churn_label
OFF001517,0564-JJHGS,2024-08-06,Premium Support,0.0,No,,New,Yes
OFF001518,3348-CFRNX,2023-11-15,Free Installation,0.0,Yes,2023-11-21,Regular,Yes
OFF001519,3348-CFRNX,2025-10-07,Premium Support,0.0,No,,Regular,Yes
OFF001520,3348-CFRNX,2024-08-07,Extra 100GB Data,100.0,Yes,2024-08-12,Regular,Yes
OFF001521,1428-GTBJJ,2024-04-04,Free 3 Months Streaming,0.0,No,,New,Yes
OFF001522,1428-GTBJJ,2024-06-19,20% Discount,22.36,No,,New,Yes
OFF001523,1428-GTBJJ,2023-05-17,30% Discount,14.91,No,,New,Yes
OFF001524,8802-UNOJF,2023-09-01,Cashback ₹500,500.0,No,,Regular,Yes
OFF001525,8802-UNOJF,2023-08-19,Free Installation,0.0,Yes,2023-08-24,Regular,Yes
OFF001526,8802-UNOJF,2023-11-01,Free Installation,0.0,No,,Regular,Yes
OFF001527,6313-GIDIT,2023-04-17,Loyalty Reward,0.0,No,,Loyal,Yes
OFF001528,6313-GIDIT,2024-06-26,Loyalty Reward,0.0,No,,Loyal,Yes
OFF001529,2845-AFFTX,2024-04-13,Free Installation,0.0,No,,Loyal,Yes
OFF001530,2845-AFFTX,2023-07-14,Free 3 Months Streaming,0.0,No,,Loyal,Yes
OFF001531,2249-YPRNG,2025-11-20,20% Discount,31.75,No,,Regular,Yes
OFF001532,2249-YPRNG,2023-07-22,Cashback ₹500,500.0,No,,Regular,Yes
OFF001533,7410-YTJIK,2025-06-01,Premium Support,0.0,Yes,2025-06-02,New,Yes
OFF001534,7410-YTJIK,2023-04-14,Cashback ₹500,500.0,Yes,2023-04-17,New,Yes
OFF001535,7410-YTJIK,2024-06-03,30% Discount,15.09,Yes,2024-06-05,New,Yes
OFF001536,4626-GYCZP,2024-08-25,Premium Support,0.0,No,,New,Yes
OFF001537,5590-BYNII,2024-03-14,Loyalty Reward,0.0,No,,Regular,Yes
OFF001538,5590-BYNII,2024-09-14,Loyalty Reward,0.0,No,,Regular,Yes
OFF001539,5590-BYNII,2025-02-09,Loyalty Reward,0.0,No,,Regular,Yes
OFF001540,3237-AJGEH,2025-04-10,30% Discount,3.1,No,,New,Yes
OFF001541,3237-AJGEH,2024-11-09,Loyalty Reward,0.0,Yes,2024-11-15,New,Yes
OFF001542,1591-NFNLQ,2025-03-16,Free Installation,0.0,Yes,2025-03-18,Loyal,Yes
OFF001543,1591-NFNLQ,2023-10-17,Free Upgrade,0.0,Yes,2023-10-24,Loyal,Yes
OFF001544,1591-NFNLQ,2025-06-12,Free Installation,0.0,Yes,2025-06-13,Loyal,Yes
OFF001545,2815-CPTUL,2023-01-18,Free Upgrade,0.0,Yes,2023-01-24,New,Yes
OFF001546,2815-CPTUL,2023-01-13,Cashback ₹500,500.0,No,,New,Yes
OFF001547,2815-CPTUL,2024-06-28,20% Discount,21.07,Yes,2024-06-28,New,Yes
OFF001548,0596-BQCEQ,2025-09-12,Extra 100GB Data,100.0,Yes,2025-09-19,Loyal,Yes
OFF001549,1481-ZUWZA,2024-05-14,30% Discount,9.45,No,,Regular,Yes
OFF001550,1481-ZUWZA,2023-08-25,10% Discount,18.9,No,,Regular,Yes
OFF001551,1481-ZUWZA,2023-10-13,20% Discount,28.35,No,,Regular,Yes
OFF001552,2309-OSFEU,2023-11-08,20% Discount,10.17,Yes,2023-11-13,New,Yes
OFF001553,2309-OSFEU,2024-08-10,10% Discount,3.39,No,,New,Yes
OFF001554,1891-FZYSA,2023-08-10,Premium Support,0.0,No,,Loyal,Yes
OFF001555,7613-LLQFO,2023-09-04,Loyalty Reward,0.0,Yes,2023-09-08,Regular,Yes
OFF001556,7613-LLQFO,2024-10-28,Loyalty Reward,0.0,Yes,2024-10-28,Regular,Yes
OFF001557,7613-LLQFO,2023-12-10,Free Installation,0.0,Yes,2023-12-16,Regular,Yes
OFF001558,2640-PMGFL,2023-06-23,20% Discount,23.85,No,,Regular,Yes
OFF001559,3801-HMYNL,2024-06-01,Free Upgrade,0.0,Yes,2024-06-04,New,Yes
OFF001560,3801-HMYNL,2024-07-21,Free 3 Months Streaming,0.0,Yes,2024-07-25,New,Yes
OFF001561,9685-WKZGT,2023-09-18,Free 3 Months Streaming,0.0,No,,Regular,Yes
OFF001562,9685-WKZGT,2024-03-15,10% Discount,7.5,No,,Regular,Yes
OFF001563,6022-UGGSO,2023-02-12,Extra 100GB Data,100.0,No,,Regular,Yes
OFF001564,4484-CGXFK,2023-05-13,Free 3 Months Streaming,0.0,No,,New,Yes
OFF001565,4484-CGXFK,2024-12-27,20% Discount,11.06,No,,New,Yes
OFF001566,4484-CGXFK,2025-09-24,Premium Support,0.0,Yes,2025-09-28,New,Yes
OFF001567,6214-EDAKZ,2023-11-26,10% Discount,5.52,Yes,2023-11-28,Regular,Yes
OFF001568,6127-ISGTU,2025-10-07,Cashback ₹500,500.0,No,,Regular,Yes
OFF001569,6127-ISGTU,2025-01-03,Free Installation,0.0,Yes,2025-01-07,Regular,Yes
OFF001570,8740-XLHDR,2024-02-03,Extra 100GB Data,100.0,No,,New,Yes
OFF001571,1208-DNHLN,2024-05-16,10% Discount,9.67,Yes,2024-05-20,Regular,Yes
OFF001572,1208-DNHLN,2023-03-23,Free 3 Months Streaming,0.0,No,,Regular,Yes
OFF001573,1208-DNHLN,2025-08-04,Premium Support,0.0,No,,Regular,Yes
OFF001574,1761-AEZZR,2023-03-20,Extra 100GB Data,100.0,No,,New,Yes
OFF001575,1761-AEZZR,2023-01-08,10% Discount,23.86,Yes,2023-01-12,New,Yes
OFF001576,1761-AEZZR,2025-10-07,10% Discount,7.96,No,,New,Yes
OFF001577,3923-CSIHK,2025-06-08,Premium Support,0.0,Yes,2025-06-15,Loyal,Yes
OFF001578,7120-RFMVS,2025-11-10,30% Discount,8.45,No,,New,Yes
OFF001579,7120-RFMVS,2025-02-22,Extra 100GB Data,100.0,No,,New,Yes
OFF001580,7317-GGVPB,2024-04-18,Loyalty Reward,0.0,Yes,2024-04-21,Loyal,Yes
OFF001581,7317-GGVPB,2023-03-18,Free 3 Months Streaming,0.0,Yes,2023-03-24,Loyal,Yes
OFF001582,1322-AGOQM,2023-05-02,Loyalty Reward,0.0,Yes,2023-05-08,Loyal,Yes
OFF001583,1322-AGOQM,2023-11-14,Extra 100GB Data,100.0,Yes,2023-11-19,Loyal,Yes
OFF001584,1322-AGOQM,2025-05-19,Extra 100GB Data,100.0,No,,Loyal,Yes
OFF001585,3677-IYRBF,2025-01-12,Free 3 Months Streaming,0.0,No,,New,Yes
OFF001586,3677-IYRBF,2025-02-13,10% Discount,6.08,No,,New,Yes
OFF001587,3677-IYRBF,2025-09-11,Cashback ₹500,500.0,Yes,2025-09-17,New,Yes
OFF001588,5692-FPTAH,2025-07-02,Free Installation,0.0,No,,New,Yes
OFF001589,5692-FPTAH,2024-11-02,Extra 100GB Data,100.0,No,,New,Yes
OFF001590,5692-FPTAH,2023-06-04,Cashback ₹500,500.0,No,,New,Yes
OFF001591,1550-LOAHA,2024-08-07,Free Upgrade,0.0,Yes,2024-08-14,Regular,Yes
OFF001592,0268-QKIWO,2025-12-25,30% Discount,3.95,Yes,2025-12-28,New,Yes
OFF001593,0268-QKIWO,2025-01-06,Cashback ₹500,500.0,No,,New,Yes
OFF001594,0876-WDUUZ,2025-07-21,Loyalty Reward,0.0,No,,New,Yes
OFF001595,0617-FHSGK,2023-05-23,Extra 100GB Data,100.0,No,,Loyal,Yes
OFF001596,2858-MOFSQ,2025-09-06,Cashback ₹500,500.0,No,,Regular,Yes
OFF001597,2858-MOFSQ,2023-08-01,Extra 100GB Data,100.0,Yes,2023-08-07,Regular,Yes
OFF001598,2858-MOFSQ,2023-01-16,20% Discount,16.75,No,,Regular,Yes
OFF001599,8118-LSUEL,2023-07-09,Cashback ₹500,500.0,No,,Regular,Yes
OFF001600,7005-CCBKV,2025-09-16,Extra 100GB Data,100.0,No,,New,Yes
OFF001601,7005-CCBKV,2024-09-24,Free 3 Months Streaming,0.0,No,,New,Yes
OFF001602,4250-FDVOU,2023-04-24,Loyalty Reward,0.0,No,,New,Yes
OFF001603,5277-ZLOOR,2023-12-22,30% Discount,8.55,No,,New,Yes
OFF001604,5277-ZLOOR,2023-08-17,Free 3 Months Streaming,0.0,No,,New,Yes
OFF001605,2141-RRYGO,2023-01-04,Free Upgrade,0.0,Yes,2023-01-09,New,Yes
OFF001606,2141-RRYGO,2023-11-24,30% Discount,6.87,No,,New,Yes
OFF001607,2141-RRYGO,2025-02-17,30% Discount,13.73,Yes,2025-02-24,New,Yes
OFF001608,6376-GAHQE,2025-06-19,10% Discount,15.57,No,,New,Yes
OFF001609,6376-GAHQE,2025-03-11,Loyalty Reward,0.0,No,,New,Yes
OFF001610,5052-PNLOS,2023-05-08,Extra 100GB Data,100.0,No,,New,Yes
OFF001611,5052-PNLOS,2024-12-05,Free 3 Months Streaming,0.0,No,,New,Yes
OFF001612,6979-ZNSFF,2023-12-09,Free Upgrade,0.0,Yes,2023-12-11,New,Yes
OFF001613,6979-ZNSFF,2024-05-09,Cashback ₹500,500.0,Yes,2024-05-14,New,Yes
OFF001614,6979-ZNSFF,2023-08-28,Cashback ₹500,500.0,No,,New,Yes
OFF001615,2386-LAHRK,2024-12-17,Free Installation,0.0,No,,New,Yes
OFF001616,2386-LAHRK,2025-07-20,Free Upgrade,0.0,Yes,2025-07-24,New,Yes
OFF001617,2386-LAHRK,2023-06-12,Premium Support,0.0,Yes,2023-06-15,New,Yes
OFF001618,6032-IGALN,2024-09-15,Loyalty Reward,0.0,No,,New,Yes
OFF001619,6032-IGALN,2025-07-03,Free Upgrade,0.0,Yes,2025-07-08,New,Yes
OFF001620,4248-HCETZ,2024-12-17,Free Upgrade,0.0,No,,Regular,Yes
OFF001621,0516-WJVXC,2023-08-21,Cashback ₹500,500.0,No,,New,Yes
OFF001622,9174-FKWZE,2024-04-01,Free Installation,0.0,No,,New,Yes
OFF001623,8809-RIHDD,2025-04-26,Extra 100GB Data,100.0,Yes,2025-04-28,Loyal,Yes
OFF001624,8809-RIHDD,2025-12-07,10% Discount,31.02,Yes,2025-12-09,Loyal,Yes
OFF001625,4822-NGOCH,2024-04-11,Cashback ₹500,500.0,Yes,2024-04-14,Regular,Yes
OFF001626,5307-DZCVC,2023-01-12,10% Discount,8.6,No,,Regular,Yes
OFF001627,5307-DZCVC,2023-01-21,Premium Support,0.0,Yes,2023-01-22,Regular,Yes
OFF001628,8679-JOEVF,2024-09-05,Premium Support,0.0,No,,Regular,Yes
OFF001629,8679-JOEVF,2023-02-17,Extra 100GB Data,100.0,No,,Regular,Yes
OFF001630,8679-JOEVF,2024-04-18,Cashback ₹500,500.0,No,,Regular,Yes
OFF001631,1432-FPAXX,2024-01-07,Extra 100GB Data,100.0,Yes,2024-01-08,Regular,Yes
OFF001632,4803-AXVYP,2025-02-09,Free Upgrade,0.0,Yes,2025-02-10,Loyal,Yes
OFF001633,4803-AXVYP,2023-08-28,30% Discount,19.91,Yes,2023-08-28,Loyal,Yes
OFF001634,3884-HCSWG,2025-10-26,Free 3 Months Streaming,0.0,No,,Regular,Yes
OFF001635,5077-DXTCG,2024-10-02,Free Upgrade,0.0,No,,New,Yes
OFF001636,5077-DXTCG,2024-07-05,Cashback ₹500,500.0,No,,New,Yes
OFF001637,1142-WACZW,2023-02-13,30% Discount,8.96,No,,New,Yes
OFF001638,1142-WACZW,2024-01-14,30% Discount,2.99,Yes,2024-01-17,New,Yes
OFF001639,5649-ANRML,2025-04-18,Premium Support,0.0,No,,New,Yes
OFF001640,4892-VLANZ,2025-07-16,Free 3 Months Streaming,0.0,No,,New,Yes
OFF001641,4892-VLANZ,2024-01-21,10% Discount,3.96,Yes,2024-01-24,New,Yes
OFF001642,2919-HBCJO,2025-09-18,10% Discount,23.0,No,,New,Yes
OFF001643,2919-HBCJO,2025-12-14,Free Installation,0.0,Yes,2025-12-21,New,Yes
OFF001644,2919-HBCJO,2025-07-06,30% Discount,23.0,Yes,2025-07-07,New,Yes
OFF001645,4236-XPXAV,2023-06-17,Loyalty Reward,0.0,Yes,2023-06-22,New,Yes
OFF001646,4236-XPXAV,2024-06-23,Cashback ₹500,500.0,No,,New,Yes
OFF001647,3030-YZADT,2024-10-06,30% Discount,13.49,No,,New,Yes
OFF001648,7410-KTVFV,2024-03-01,Free Upgrade,0.0,Yes,2024-03-02,Regular,Yes
OFF001649,7410-KTVFV,2025-06-24,Free Upgrade,0.0,No,,Regular,Yes
OFF001650,7410-KTVFV,2025-05-02,Free 3 Months Streaming,0.0,Yes,2025-05-08,Regular,Yes
OFF001651,8393-DLHGA,2025-07-08,Free Upgrade,0.0,Yes,2025-07-12,Regular,Yes
OFF001652,8393-DLHGA,2025-10-14,Free Installation,0.0,No,,Regular,Yes
OFF001653,7395-IGJOS,2023-02-14,30% Discount,16.3,No,,Regular,Yes
OFF001654,7395-IGJOS,2025-08-10,Free Installation,0.0,Yes,2025-08-11,Regular,Yes
OFF001655,2834-SPCJV,2024-06-11,Free 3 Months Streaming,0.0,Yes,2024-06-14,Loyal,Yes
OFF001656,2834-SPCJV,2024-03-25,Loyalty Reward,0.0,No,,Loyal,Yes
OFF001657,7890-VYYWG,2024-06-14,20% Discount,3.65,No,,New,Yes
OFF001658,7890-VYYWG,2024-12-03,20% Discount,3.65,No,,New,Yes
OFF001659,7890-VYYWG,2024-08-15,Free Upgrade,0.0,Yes,2024-08-20,New,Yes
OFF001660,9907-SWKKF,2023-02-08,Extra 100GB Data,100.0,No,,New,Yes
OFF001661,9907-SWKKF,2024-03-17,Extra 100GB Data,100.0,No,,New,Yes
OFF001662,9907-SWKKF,2025-04-09,Loyalty Reward,0.0,No,,New,Yes
OFF001663,0587-DMGBH,2024-06-03,Extra 100GB Data,100.0,Yes,2024-06-06,New,Yes
OFF001664,0587-DMGBH,2025-03-09,Loyalty Reward,0.0,Yes,2025-03-10,New,Yes
OFF001665,6397-JNZZG,2025-08-13,Premium Support,0.0,No,,Loyal,Yes
OFF001666,3523-QRQLL,2024-02-16,30% Discount,13.9,Yes,2024-02-23,Regular,Yes
OFF001667,0895-DQHEW,2024-09-27,Premium Support,0.0,Yes,2024-09-28,Loyal,Yes
OFF001668,0895-DQHEW,2023-03-27,Cashback ₹500,500.0,Yes,2023-03-28,Loyal,Yes
OFF001669,8149-RSOUN,2023-05-18,Cashback ₹500,500.0,No,,New,Yes
OFF001670,8149-RSOUN,2025-08-20,30% Discount,18.77,No,,New,Yes
OFF001671,7250-EQKIY,2025-08-22,20% Discount,5.05,No,,New,Yes
OFF001672,7250-EQKIY,2023-07-13,Free 3 Months Streaming,0.0,No,,New,Yes
OFF001673,7250-EQKIY,2023-08-07,Loyalty Reward,0.0,Yes,2023-08-12,New,Yes
OFF001674,4013-UBXWQ,2023-06-19,Free Upgrade,0.0,Yes,2023-06-26,New,Yes
OFF001675,5519-NPHVG,2024-12-17,Free Installation,0.0,No,,Regular,Yes
OFF001676,5519-NPHVG,2025-01-02,Extra 100GB Data,100.0,No,,Regular,Yes
OFF001677,8849-GYOKR,2025-10-06,Cashback ₹500,500.0,No,,Loyal,Yes
OFF001678,8849-GYOKR,2025-01-05,Premium Support,0.0,No,,Loyal,Yes
OFF001679,8849-GYOKR,2023-07-03,Extra 100GB Data,100.0,No,,Loyal,Yes
OFF001680,3148-BLQJT,2023-11-26,Free Upgrade,0.0,No,,New,Yes
OFF001681,3148-BLQJT,2024-04-21,Free Upgrade,0.0,Yes,2024-04-27,New,Yes
OFF001682,0461-CVKMU,2025-08-22,Extra 100GB Data,100.0,No,,Regular,Yes
OFF001683,0461-CVKMU,2025-06-18,20% Discount,16.76,Yes,2025-06-23,Regular,Yes
OFF001684,8806-EAGWC,2024-06-01,Free Upgrade,0.0,Yes,2024-06-02,New,Yes
OFF001685,8806-EAGWC,2024-08-26,Premium Support,0.0,Yes,2024-08-28,New,Yes
OFF001686,8806-EAGWC,2024-08-22,Free Upgrade,0.0,No,,New,Yes
OFF001687,7779-LGOVN,2023-04-09,Free Installation,0.0,No,,New,Yes
OFF001688,7779-LGOVN,2025-01-15,10% Discount,17.33,Yes,2025-01-18,New,Yes
OFF001689,9710-ZUSHQ,2024-03-01,10% Discount,21.35,Yes,2024-03-02,Loyal,Yes
OFF001690,4183-WCSEP,2024-12-25,Free 3 Months Streaming,0.0,No,,Regular,Yes
OFF001691,4183-WCSEP,2023-12-23,Extra 100GB Data,100.0,No,,Regular,Yes
OFF001692,5498-TXHLF,2023-07-18,Loyalty Reward,0.0,No,,Regular,Yes
OFF001693,5498-TXHLF,2025-02-28,Free Installation,0.0,No,,Regular,Yes
OFF001694,9722-UJOJR,2023-06-08,30% Discount,14.15,Yes,2023-06-10,Regular,Yes
OFF001695,9722-UJOJR,2023-12-23,Extra 100GB Data,100.0,No,,Regular,Yes
OFF001696,3902-FOIGH,2025-02-09,Extra 100GB Data,100.0,Yes,2025-02-10,Regular,Yes
OFF001697,6772-KSATR,2025-07-03,10% Discount,24.51,No,,New,Yes
OFF001698,6772-KSATR,2025-03-11,10% Discount,8.17,No,,New,Yes
OFF001699,7112-OPOTK,2024-07-15,Premium Support,0.0,No,,Regular,Yes
OFF001700,7112-OPOTK,2024-01-26,20% Discount,13.65,No,,Regular,Yes
OFF001701,4210-QFJMF,2024-11-18,10% Discount,7.92,No,,New,Yes
OFF001702,4210-QFJMF,2024-02-14,Extra 100GB Data,100.0,No,,New,Yes
OFF001703,4210-QFJMF,2024-05-05,Free Installation,0.0,Yes,2024-05-11,New,Yes
OFF001704,3318-OSATS,2023-05-09,Premium Support,0.0,No,,Regular,Yes
OFF001705,3318-OSATS,2023-07-17,10% Discount,9.54,No,,Regular,Yes
OFF001706,3318-OSATS,2025-11-05,Free Upgrade,0.0,No,,Regular,Yes
OFF001707,5828-AVIPD,2025-02-13,Extra 100GB Data,100.0,No,,Regular,Yes
OFF001708,5828-AVIPD,2025-05-04,30% Discount,20.19,No,,Regular,Yes
OFF001709,5828-AVIPD,2025-10-28,Loyalty Reward,0.0,Yes,2025-10-28,Regular,Yes
OFF001710,1086-LXKFY,2024-09-20,Premium Support,0.0,Yes,2024-09-27,New,Yes
OFF001711,1086-LXKFY,2023-08-21,Loyalty Reward,0.0,Yes,2023-08-22,New,Yes
OFF001712,2636-ALXXZ,2023-01-10,Free Installation,0.0,Yes,2023-01-16,New,Yes
OFF001713,7774-OJSXI,2023-09-17,Loyalty Reward,0.0,Yes,2023-09-21,Regular,Yes
OFF001714,7774-OJSXI,2024-10-12,Free 3 Months Streaming,0.0,No,,Regular,Yes
OFF001715,7786-WBJYI,2023-06-21,Premium Support,0.0,No,,New,Yes
OFF001716,7786-WBJYI,2025-11-22,Free Installation,0.0,Yes,2025-11-28,New,Yes
OFF001717,7786-WBJYI,2023-01-02,10% Discount,7.8,No,,New,Yes
OFF001718,9885-CSMWE,2023-08-20,Loyalty Reward,0.0,No,,New,Yes
OFF001719,5016-ETTFF,2025-12-17,Loyalty Reward,0.0,No,,New,Yes
OFF001720,5016-ETTFF,2024-10-28,Free Installation,0.0,No,,New,Yes
OFF001721,5016-ETTFF,2023-04-28,Cashback ₹500,500.0,No,,New,Yes
OFF001722,3866-MDTUB,2024-08-11,Cashback ₹500,500.0,Yes,2024-08-12,New,Yes
OFF001723,3866-MDTUB,2025-02-14,Free Upgrade,0.0,No,,New,Yes
OFF001724,3866-MDTUB,2023-12-02,Cashback ₹500,500.0,Yes,2023-12-04,New,Yes
OFF001725,8058-JMEQO,2025-10-16,Free Installation,0.0,No,,New,Yes
OFF001726,8058-JMEQO,2024-07-15,Extra 100GB Data,100.0,No,,New,Yes
OFF001727,0697-ZMSWS,2024-01-28,Premium Support,0.0,Yes,2024-01-28,New,Yes
OFF001728,0697-ZMSWS,2024-03-16,Free Upgrade,0.0,Yes,2024-03-19,New,Yes
OFF001729,7657-DYEPJ,2024-01-03,20% Discount,21.05,No,,Loyal,Yes
OFF001730,7657-DYEPJ,2024-04-10,Premium Support,0.0,No,,Loyal,Yes
OFF001731,8276-MQBYC,2024-12-15,10% Discount,19.56,Yes,2024-12-17,Loyal,Yes
OFF001732,8276-MQBYC,2025-02-04,Free Upgrade,0.0,No,,Loyal,Yes
OFF001733,8276-MQBYC,2025-03-23,Extra 100GB Data,100.0,No,,Loyal,Yes
OFF001734,7593-XFKDI,2023-03-16,20% Discount,13.89,Yes,2023-03-19,New,Yes
OFF001735,7593-XFKDI,2024-08-01,30% Discount,4.63,No,,New,Yes
OFF001736,7593-XFKDI,2025-06-26,Loyalty Reward,0.0,Yes,2025-06-28,New,Yes
OFF001737,0337-CNPZE,2025-10-11,Free 3 Months Streaming,0.0,Yes,2025-10-18,Loyal,Yes
OFF001738,0337-CNPZE,2023-03-16,10% Discount,21.26,No,,Loyal,Yes
OFF001739,0337-CNPZE,2025-04-14,Free Upgrade,0.0,Yes,2025-04-16,Loyal,Yes
OFF001740,1513-XNPPH,2025-10-13,Free 3 Months Streaming,0.0,Yes,2025-10-17,Regular,Yes
OFF001741,1513-XNPPH,2024-09-19,Free 3 Months Streaming,0.0,No,,Regular,Yes
OFF001742,1513-XNPPH,2023-01-01,Free 3 Months Streaming,0.0,Yes,2023-01-06,Regular,Yes
OFF001743,6015-VVHHE,2024-12-19,Free 3 Months Streaming,0.0,Yes,2024-12-26,New,Yes
OFF001744,6347-DCUIK,2024-11-25,Premium Support,0.0,No,,New,Yes
OFF001745,6347-DCUIK,2025-06-20,Premium Support,0.0,No,,New,Yes
OFF001746,0897-FEGMU,2024-03-25,Loyalty Reward,0.0,Yes,2024-03-28,New,Yes
OFF001747,0897-FEGMU,2024-06-18,Loyalty Reward,0.0,Yes,2024-06-25,New,Yes
OFF001748,7663-RGWBC,2025-05-23,30% Discount,13.24,No,,New,Yes
OFF001749,7663-RGWBC,2025-03-12,Cashback ₹500,500.0,No,,New,Yes
OFF001750,1120-BMWUB,2023-01-08,30% Discount,16.17,No,,Regular,Yes
OFF001751,1120-BMWUB,2025-02-27,Free 3 Months Streaming,0.0,Yes,2025-02-28,Regular,Yes
OFF001752,9124-LHCJQ,2025-09-06,10% Discount,8.54,No,,New,Yes
OFF001753,9124-LHCJQ,2023-10-19,Free Upgrade,0.0,Yes,2023-10-25,New,Yes
OFF001754,2235-ZGKPT,2024-07-26,20% Discount,5.09,No,,New,Yes
OFF001755,3891-PUQOD,2025-10-01,Free 3 Months Streaming,0.0,Yes,2025-10-02,New,Yes
OFF001756,3891-PUQOD,2024-03-02,Free Upgrade,0.0,Yes,2024-03-05,New,Yes
OFF001757,0689-NKYLF,2023-02-16,Free 3 Months Streaming,0.0,No,,Regular,Yes
OFF001758,0689-NKYLF,2024-08-25,Free 3 Months Streaming,0.0,No,,Regular,Yes
OFF001759,0689-NKYLF,2025-06-17,Extra 100GB Data,100.0,Yes,2025-06-20,Regular,Yes
OFF001760,3658-KIBGF,2025-12-15,Premium Support,0.0,No,,New,Yes
OFF001761,3658-KIBGF,2023-12-16,20% Discount,10.98,No,,New,Yes
OFF001762,5519-YLDGW,2023-11-28,30% Discount,31.17,No,,Regular,Yes
OFF001763,5519-YLDGW,2023-05-28,Premium Support,0.0,No,,Regular,Yes
OFF001764,4946-EDSEW,2023-01-05,Free 3 Months Streaming,0.0,Yes,2023-01-12,New,Yes
OFF001765,4946-EDSEW,2023-07-19,Loyalty Reward,0.0,No,,New,Yes
OFF001766,2516-VQRRV,2024-03-27,Premium Support,0.0,No,,New,Yes
OFF001767,2516-VQRRV,2023-08-14,Loyalty Reward,0.0,No,,New,Yes
OFF001768,2516-VQRRV,2024-01-26,Cashback ₹500,500.0,Yes,2024-01-27,New,Yes
OFF001769,7580-UGXNC,2023-12-04,Premium Support,0.0,Yes,2023-12-11,New,Yes
OFF001770,5178-LMXOP,2023-06-17,Extra 100GB Data,100.0,No,,New,Yes
OFF001771,8185-UPYBR,2023-08-20,30% Discount,22.65,Yes,2023-08-25,New,Yes
OFF001772,4585-HETAI,2023-12-16,Loyalty Reward,0.0,Yes,2023-12-17,New,Yes
OFF001773,4585-HETAI,2024-02-03,Extra 100GB Data,100.0,No,,New,Yes
OFF001774,7526-BEZQB,2025-01-17,Free 3 Months Streaming,0.0,No,,Regular,Yes
OFF001775,7526-BEZQB,2024-11-25,Premium Support,0.0,Yes,2024-11-27,Regular,Yes
OFF001776,7526-BEZQB,2024-12-08,Loyalty Reward,0.0,No,,Regular,Yes
OFF001777,4951-UKAAQ,2025-06-23,Free Installation,0.0,No,,New,Yes
OFF001778,2108-YKQTY,2023-05-21,Premium Support,0.0,Yes,2023-05-25,New,Yes
OFF001779,2108-YKQTY,2025-05-05,Extra 100GB Data,100.0,No,,New,Yes
OFF001780,4918-QLLIW,2023-04-03,Free Upgrade,0.0,Yes,2023-04-09,New,Yes
OFF001781,4918-QLLIW,2024-05-28,Free Upgrade,0.0,No,,New,Yes
OFF001782,7056-IMHCC,2024-01-16,Free Upgrade,0.0,No,,Loyal,Yes
OFF001783,7056-IMHCC,2023-02-28,Free Upgrade,0.0,No,,Loyal,Yes
OFF001784,7056-IMHCC,2024-03-18,20% Discount,10.19,Yes,2024-03-23,Loyal,Yes
OFF001785,1625-JAIIY,2024-01-08,Cashback ₹500,500.0,No,,Loyal,Yes
OFF001786,2947-DOMLJ,2023-02-04,20% Discount,5.06,Yes,2023-02-05,New,Yes
OFF001787,4112-LUEIZ,2025-03-11,20% Discount,8.95,Yes,2025-03-14,New,Yes
OFF001788,4112-LUEIZ,2024-06-18,Premium Support,0.0,No,,New,Yes
OFF001789,4112-LUEIZ,2024-02-25,Loyalty Reward,0.0,Yes,2024-02-26,New,Yes
OFF001790,4510-HIMLV,2023-10-28,Loyalty Reward,0.0,No,,New,Yes
OFF001791,8749-JMNKX,2024-05-28,Free Upgrade,0.0,No,,Loyal,Yes
OFF001792,8749-JMNKX,2025-06-11,Free Installation,0.0,Yes,2025-06-12,Loyal,Yes
OFF001793,8749-JMNKX,2023-10-18,Cashback ₹500,500.0,Yes,2023-10-22,Loyal,Yes
OFF001794,2430-USGXP,2025-08-20,30% Discount,30.31,Yes,2025-08-24,Regular,Yes
OFF001795,2430-USGXP,2025-08-22,30% Discount,10.11,No,,Regular,Yes
OFF001796,5955-ERIHD,2025-07-17,Premium Support,0.0,Yes,2025-07-22,Regular,Yes
OFF001797,0917-EZOLA,2024-01-05,10% Discount,20.83,No,,Loyal,Yes
OFF001798,5949-EBSQK,2024-09-24,Premium Support,0.0,No,,New,Yes
OFF001799,5949-EBSQK,2024-10-16,20% Discount,6.15,Yes,2024-10-17,New,Yes
OFF001800,5949-EBSQK,2023-01-07,10% Discount,12.29,Yes,2023-01-13,New,Yes
OFF001801,7274-RTAPZ,2024-03-20,Extra 100GB Data,100.0,No,,New,Yes
OFF001802,0311-UNPFF,2024-04-17,Extra 100GB Data,100.0,No,,Regular,Yes
OFF001803,0311-UNPFF,2023-08-24,10% Discount,8.88,No,,Regular,Yes
OFF001804,3834-XUIFC,2024-12-09,20% Discount,17.04,No,,New,Yes
OFF001805,3834-XUIFC,2023-04-10,Free 3 Months Streaming,0.0,No,,New,Yes
OFF001806,3834-XUIFC,2025-02-25,Extra 100GB Data,100.0,No,,New,Yes
OFF001807,8414-MYSHR,2025-09-01,Loyalty Reward,0.0,Yes,2025-09-08,New,Yes
OFF001808,7599-FKVXZ,2024-12-24,Cashback ₹500,500.0,No,,Loyal,Yes
OFF001809,8229-TNIQA,2023-02-11,20% Discount,4.53,No,,New,Yes
OFF001810,8229-TNIQA,2025-08-11,Free Upgrade,0.0,No,,New,Yes
OFF001811,8229-TNIQA,2025-09-05,30% Discount,9.06,No,,New,Yes
